age,men,women,total
0,1906.50527399,1906.50527399,3813.01054799
1,1873.09946569,1874.76081822,3747.86028392
2,1862.15505389,1863.88127537,3726.03632925
3,1850.80576631,1852.59559155,3703.40135786
4,1839.46776837,1841.32030262,3680.788071
5,1828.14106169,1830.05541149,3658.19647318
6,1819.56661881,1821.54486111,3641.11147992
7,1808.69529109,1810.7341528,3619.42944388
8,1797.8450069,1799.94364467,3597.78865157
9,1787.01577904,1789.17335202,3576.18913106
10,1776.20762033,1778.42329013,3554.63091046
11,1773.59404327,1775.91302256,3549.50706582
12,1802.73888056,1805.20429423,3607.94317479
13,1788.48252931,1791.0359233,3579.51845261
14,1774.25635711,1776.89606926,3551.15242636
15,1760.06039318,1762.78476668,3522.84515986
16,2164.54268043,2349.25780827,4513.8004887
17,2142.53185491,2217.84912444,4360.38097935
18,2158.14476544,2232.79052725,4390.93529269
19,2157.51870312,2232.81286141,4390.33156453
20,2156.89282241,2232.83519579,4389.7280182
21,2155.66299996,2232.79052658,4388.45352654
22,2027.29078573,2145.26177864,4172.55256436
23,2025.83088818,2144.89703672,4170.72792489
24,2024.37204193,2144.53235681,4168.90439875
25,2022.91424624,2144.16773891,4167.08198515
26,2021.19447677,2143.73884961,4164.93332638
27,1974.15996072,2142.04331439,4116.20327511
28,1972.54082572,2141.63626917,4114.17709489
29,1970.92301868,2141.22930131,4112.15231999
30,1969.30653851,2140.82241077,4110.12894929
31,1534.39546034,1598.14339538,3132.53885572
32,1774.51183644,1824.27087322,3598.78270966
33,1773.32218782,1823.81468233,3597.13687015
34,1772.13333675,1823.35860552,3595.49194228
35,1770.94528271,1822.90264276,3593.84792547
36,1769.13781596,1822.13681688,3591.27463284
37,1890.42548861,2004.35734829,3894.7828369
38,1889.0253276,2003.57541434,3892.60074195
39,1887.62620364,2002.79378544,3890.41998909
40,1886.22811595,2002.01246147,3888.24057742
41,1883.77383509,2000.33026634,3884.10410144
42,1845.55615548,2012.7575987,3858.31375417
43,1843.39465004,2011.12672685,3854.52137689
44,1841.23567615,2009.49717645,3850.7328526
45,1839.07923083,2007.86894642,3846.94817725
46,1882.59231431,2034.70867476,3917.30098907
47,1672.78056597,1774.73137827,3447.51194424
48,1669.54796175,1772.76040153,3442.30836327
49,1666.32160444,1770.79161371,3437.11321815
50,1663.10148199,1768.82501239,3431.92649438
51,1657.15660025,1765.19703456,3422.35363481
52,1496.71062364,1536.31337169,3033.02399533
53,1491.88334697,1533.42310827,3025.30645524
54,1487.07163951,1530.53828229,3017.6099218
55,1482.27545104,1527.65888354,3009.93433458
56,1473.64937016,1522.14022709,2995.78959726
57,1410.55094584,1539.90287956,2950.4538254
58,1403.12929997,1535.03123278,2938.16053275
59,1395.74670326,1530.17499798,2925.92170124
60,1388.40295025,1525.33412639,2913.73707664
61,1376.04687224,1516.52290369,2892.56977593
62,1624.82746052,1613.44261557,3238.27007608
63,1612.01518929,1604.90972996,3216.92491924
64,1599.30394681,1596.42197153,3195.72591834
65,1586.69293644,1587.97910165,3174.67203809
66,1560.58737343,1572.47102725,3133.05840067
67,1305.99989897,1506.11912653,2812.11902549
68,1286.62939351,1492.81602806,2779.44542157
69,1267.54619012,1479.63043187,2747.17662199
70,1248.74602757,1466.5613001,2715.30732767
71,1216.20823478,1442.8447147,2659.05294948
72,986.370063042,1231.40357967,2217.77364271
73,963.175619108,1213.59479033,2176.77040944
74,940.526591392,1196.04355504,2136.57014643
75,918.410154458,1178.746149,2097.15630346
76,878.326403459,1147.38631623,2025.71271969
77,607.970645856,841.779332517,1449.74997837
78,583.57017774,821.53777288,1405.10795062
79,560.149005003,801.782945003,1361.93195001
80,537.667824324,782.503144857,1320.17096918
81,433.08300261,492.808019119,925.891021729
82,263.453566203,311.217544061,574.671110264
83,233.324317799,282.400755018,515.725072817
84,206.640730133,256.25221957,462.892949704
85,183.008748307,232.5248742,415.533622508
86,162.079382585,210.994531921,373.073914506
87,87.0985927907,127.883027584,214.981620375
88,78.0267587982,116.90747619,194.934234988
89,69.8998100139,106.873900683,176.773710697
90,62.6193310505,97.7014560532,160.320787104
91,56.0971570657,89.3162358057,145.413392871
92,28.5424942455,52.6123861744,81.1548804199
93,26.1078246582,48.6968968431,74.8047215013
94,23.8808319455,45.0728038506,68.9536357961
95,21.8438013077,41.7184210629,63.5622223706
96,19.9805290142,38.6136762591,58.5942052733
97,3.35844581589,10.1811250389,13.5395708548
98,3.35844581589,10.1811250389,13.5395708548
99,3.35844581589,10.1811250389,13.5395708548
