age,men,women,total
0,1793.52441849,1793.52441849,3587.04883698
1,1765.5786786,1767.14466518,3532.72334378
2,2171.95920163,2355.04467447,4527.0038761
3,2150.49680261,2223.2900559,4373.7868585
4,2166.79632683,2238.24572493,4405.04205176
5,2166.79632683,2238.24572493,4405.04205176
6,2167.12145032,2238.58155582,4405.70300614
7,2167.44662259,2238.9174371,4406.36405969
8,2039.84161574,2151.51431003,4191.35592577
9,2039.84161574,2151.51431003,4191.35592577
10,2039.84161574,2151.51431003,4191.35592577
11,2039.78041009,2151.49279209,4191.27320218
12,2039.71920627,2151.47127437,4191.19048064
13,1993.88892364,2150.17821445,4144.06713809
14,1993.88892364,2150.17821445,4144.06713809
15,1993.88892364,2150.17821445,4144.06713809
16,1993.07126565,2149.89865214,4142.96991779
17,1553.95365588,1605.32033056,3159.27398644
18,1798.33629983,1832.92165483,3631.25795466
19,1798.33629983,1832.92165483,3631.25795466
20,1798.33629983,1832.92165483,3631.25795466
21,1797.83245832,1832.86665233,3630.69911066
22,1797.32875798,1832.81165148,3630.14040946
23,1921.97265795,2016.88652827,3938.85918622
24,1921.97265795,2016.88652827,3938.85918622
25,1921.97265795,2016.88652827,3938.85918622
26,1921.72257893,2016.82600352,3938.54858245
27,1921.47253245,2016.76548058,3938.23801304
28,1884.69737557,2030.94052388,3915.63789946
29,1884.69737557,2030.94052388,3915.63789946
30,1884.69737557,2030.94052388,3915.63789946
31,1884.20685392,2030.5545178,3914.76137173
32,1932.52221657,2059.9852636,3992.50748017
33,1720.47062858,1798.77602562,3519.2466542
34,1720.47062858,1798.77602562,3519.2466542
35,1720.47062858,1798.77602562,3519.2466542
36,1719.8676921,1798.4700746,3518.3377667
37,1719.26496692,1798.16417562,3517.42914254
38,1557.83005802,1567.95563175,3125.78568976
39,1557.83005802,1567.95563175,3125.78568976
40,1557.83005802,1567.95563175,3125.78568976
41,1556.95624888,1567.24956453,3124.2058134
42,1556.08292987,1566.54381525,3122.62674512
43,1497.33313418,1589.85430992,3087.1874441
44,1497.33313418,1589.85430992,3087.1874441
45,1497.33313418,1589.85430992,3087.1874441
46,1495.8025023,1589.0743922,3084.87689451
47,1494.27343509,1588.29485708,3082.56829217
48,1778.45229056,1698.78568727,3477.23797783
49,1778.45229056,1698.78568727,3477.23797783
50,1778.45229056,1698.78568727,3477.23797783
51,1775.52623617,1697.1862216,3472.71245776
52,1772.60499596,1695.58826187,3468.19325783
53,1505.76326626,1638.51381415,3144.27708041
54,1505.76326626,1638.51381415,3144.27708041
55,1505.76326626,1638.51381415,3144.27708041
56,1501.84433258,1635.67188148,3137.51621406
57,1497.93559839,1632.83487803,3130.77047642
58,1244.11202234,1414.00125728,2658.11327962
59,1244.11202234,1414.00125728,2658.11327962
60,1244.11202234,1414.00125728,2658.11327962
61,1239.56204386,1410.29477613,2649.85681999
62,1235.02870561,1406.59801067,2641.62671628
63,890.621645336,1057.3756714,1947.99731673
64,890.621645336,1057.3756714,1947.99731673
65,890.621645336,1057.3756714,1947.99731673
66,882.930596575,1052.61631499,1935.54691157
67,803.022539305,730.566896126,1533.58943543
68,551.575230148,508.44562185,1060.020852
69,551.575230148,508.44562185,1060.020852
70,551.575230148,508.44562185,1060.020852
71,545.290899095,504.680958024,1049.97185712
72,539.078168097,500.944168749,1040.02233685
73,323.372199132,332.125070132,655.497269264
74,323.372199132,332.125070132,655.497269264
75,323.372199132,332.125070132,655.497269264
76,316.706038158,328.033159302,644.73919746
77,310.177296859,323.991662414,634.168959273
78,172.537027476,206.195001843,378.732029318
79,172.537027476,206.195001843,378.732029318
80,172.537027476,206.195001843,378.732029318
81,157.819650295,190.849673707,348.669324002
82,144.357662722,176.646366926,321.004029648
83,24.264492097,46.575693474,70.840185571
84,24.264492097,46.575693474,70.840185571
85,24.264492097,46.575693474,70.840185571
86,24.264492097,46.575693474,70.840185571
87,24.264492097,46.575693474,70.840185571
88,24.264492097,46.575693474,70.840185571
89,24.264492097,46.575693474,70.840185571
90,24.264492097,46.575693474,70.840185571
91,24.264492097,46.575693474,70.840185571
92,24.264492097,46.575693474,70.840185571
93,24.264492097,46.575693474,70.840185571
94,24.264492097,46.575693474,70.840185571
95,24.264492097,46.575693474,70.840185571
96,24.264492097,46.575693474,70.840185571
97,24.264492097,46.575693474,70.840185571
98,24.264492097,46.575693474,70.840185571
99,24.264492097,46.575693474,70.840185571
