age,men,women,total
0,1815.29841803,1815.29841803,3630.59683607
1,1790.52223499,1792.11034535,3582.63258034
2,1779.42586935,1781.07540071,3560.50127005
3,1776.59429728,1778.31235618,3554.90665346
4,1805.57169871,1807.39009612,3612.96179483
5,1791.07794693,1792.95348585,3584.03143278
6,1776.88444552,1778.81628353,3555.70072906
7,1762.72034466,1764.70738086,3527.42772551
8,2168.76833992,2352.14941397,4520.91775389
9,2147.6596754,2220.88994957,4368.54962497
10,2164.2623904,2236.16494187,4400.42733227
11,2164.52218502,2236.47809265,4401.00027766
12,2164.78201082,2236.79128727,4401.5732981
13,2165.04186782,2237.10452576,4402.14639358
14,2037.51729937,2149.75067083,4187.2679702
15,2037.45616346,2149.72917052,4187.18533399
16,2036.55953032,2149.42816931,4185.98769963
17,2035.66329177,2149.12721024,4184.79050201
18,2034.76744762,2148.82629331,4183.59374094
19,1988.23275266,2147.25560444,4135.48835711
20,1987.41741417,2146.97642213,4134.3938363
21,1986.04582183,2146.6328578,4132.67867963
22,1984.67517609,2146.28934845,4130.96452454
23,1546.97387171,1602.57718685,3149.55105856
24,1789.75726092,1829.73468139,3619.49194231
25,1789.25582301,1829.67977453,3618.93559753
26,1788.52178035,1829.56996409,3618.09174444
27,1787.78803884,1829.46016024,3617.24819908
28,1787.05459835,1829.35036299,3616.40496134
29,1910.73734072,2013.01720155,3923.75454227
30,1910.4887236,2012.95679291,3923.44551651
31,1909.74296928,2012.51380952,3922.2567788
32,1908.99750605,2012.07092362,3921.06842967
33,1908.25233382,2011.62813518,3919.880469
34,1871.24305223,2025.38204731,3896.62509955
35,1870.75603228,2024.99709769,3895.75312997
36,1869.61370593,2024.26785809,3893.88156401
37,1868.4720771,2023.5388811,3892.0109582
38,1915.71237014,2052.51877353,3968.23114367
39,1704.90759926,1791.95145566,3496.85905492
40,1704.31011682,1791.64666542,3495.95678224
41,1702.75720689,1790.53526656,3493.29247345
42,1701.20571192,1789.42455712,3490.63026904
43,1699.65563062,1788.31453669,3487.9701673
44,1539.19814918,1558.66478537,3097.86293455
45,1538.33479094,1557.96290192,3096.29769286
46,1535.90025367,1556.4974056,3092.39765927
47,1533.46956926,1555.0332878,3088.50285705
48,1531.04273159,1553.57054722,3084.61327881
49,1471.7323255,1575.91453812,3047.64686362
50,1470.22786376,1575.14145869,3045.36932244
51,1466.30847418,1572.88643567,3039.19490985
52,1462.39953306,1570.63464102,3033.03417408
53,1458.50101254,1568.38607012,3026.88708265
54,1733.02071255,1675.91251491,3408.93322746
55,1730.16940589,1674.33458512,3404.50399101
56,1722.82722089,1669.85681301,3392.6840339
57,1715.51619335,1665.39101607,3380.90720941
58,1708.23619104,1660.93716227,3369.17335332
59,1447.30769013,1602.24523507,3049.55292521
60,1443.54089426,1599.46620872,3043.00710298
61,1434.51831036,1592.50663928,3027.02494964
62,1425.55212045,1585.5773522,3011.12947265
63,1416.64197204,1578.67821571,2995.32018775
64,1172.2904644,1363.51915969,2535.80962409
65,1168.00315241,1359.94500582,2527.94815824
66,1153.68200471,1350.27501422,2503.95701893
67,1139.5364518,1340.67378182,2480.21023362
68,1125.56434068,1331.14081971,2456.70516038
69,804.673762063,996.14853266,1800.82229472
70,797.724924503,991.664765891,1789.38969039
71,781.825762517,979.891686321,1761.71744884
72,766.24348088,968.258377173,1734.50185805
73,688.955950528,667.042586991,1355.99853752
74,467.834203041,460.797900413,928.632103454
75,462.503969106,457.386032727,919.890001833
76,447.808798166,448.405976795,896.214774961
77,433.58053792,439.602230149,873.182768069
78,419.804353181,430.971331232,850.775684413
79,246.633199721,282.212861576,528.846061297
80,241.548975984,278.735888687,520.284864671
81,216.39022036,254.813401633,471.203621994
82,193.851898054,232.944060264,426.795958319
83,173.661075425,212.951653502,386.612728928
84,88.3595623247,125.440739071,213.800301396
85,80.822507669,116.105259135,196.927766804
86,73.9283624097,107.464539021,181.392901431
87,67.6222864918,99.4668737066,167.089160198
88,61.854117707,92.0644061295,153.918523836
89,10.3968069444,24.2742810643,34.6710880087
90,10.3968069444,24.2742810643,34.6710880087
91,10.3968069444,24.2742810643,34.6710880087
92,10.3968069444,24.2742810643,34.6710880087
93,10.3968069444,24.2742810643,34.6710880087
94,10.3968069444,24.2742810643,34.6710880087
95,10.3968069444,24.2742810643,34.6710880087
96,10.3968069444,24.2742810643,34.6710880087
97,10.3968069444,24.2742810643,34.6710880087
98,10.3968069444,24.2742810643,34.6710880087
99,10.3968069444,24.2742810643,34.6710880087
