age,men,women,total
0,1866.62519232,1866.62519232,3733.25038463
1,1841.2347882,1842.86787824,3684.10266644
2,1829.89720091,1831.5935193,3661.49072021
3,1821.04127768,1822.80231912,3643.8435968
4,1809.889569,1811.71231494,3621.60188394
5,1798.76221969,1800.64580525,3599.40802493
6,1787.92746705,1789.87131109,3577.79877813
7,1777.11379429,1779.11705559,3556.23084988
8,1774.55212947,1776.6235773,3551.17570677
9,1803.76683286,1805.9446304,3609.71146326
10,1789.55604821,1791.78836906,3581.34441727
11,1775.32133688,1777.64257462,3552.9639115
12,1761.11685197,1763.52534363,3524.6421956
13,2166.7304629,2350.55038722,4517.28085012
14,2145.57725288,2219.3579583,4364.93521118
15,2162.09899354,2234.60006464,4396.69905818
16,2161.47178412,2234.6224169,4396.09420102
17,2160.84475666,2234.64476938,4395.48952604
18,2160.21791109,2234.66712209,4394.88503317
19,2032.14379421,2147.12924005,4179.27303426
20,2031.24949891,2146.82860287,4178.07810179
21,2029.78675061,2146.46359456,4176.25034517
22,2028.32505566,2146.09864831,4174.42370396
23,2026.86441331,2145.7337641,4172.59817741
24,1979.95557764,2144.10099339,4124.05657103
25,1978.589135,2143.75788919,4122.3470242
26,1976.96636736,2143.35051816,4120.31688552
27,1975.34493065,2142.94322454,4118.28815519
28,1539.50098402,1600.03070833,3139.53169235
29,1780.87982115,1826.77243071,3607.65225185
30,1780.14921475,1826.66279476,3606.81200951
31,1778.95578678,1826.20600573,3605.16179251
32,1777.7631589,1825.74933093,3603.51248983
33,1776.57133057,1825.29277032,3601.86410089
34,1899.03414023,2008.17047554,3907.20461577
35,1898.29285717,2007.72854545,3906.02140263
36,1896.88686913,2006.94529634,3903.83216547
37,1895.48192244,2006.1623528,3901.64427524
38,1894.07801635,2005.37971469,3899.45773104
39,1856.69273276,2018.74748107,3875.44021383
40,1855.55899378,2018.02049207,3873.57948585
41,1853.38577307,2016.38535587,3869.77112894
42,1851.21509763,2014.75154458,3865.96664221
43,1896.95445907,2042.68533263,3939.6397917
44,1687.26686334,1782.56330138,3469.83016472
45,1685.72948264,1781.45753714,3467.18701978
46,1682.47185498,1779.47909048,3461.95094546
47,1679.22052259,1777.50284104,3456.72336363
48,1675.97547332,1775.52878638,3451.5042597
49,1516.20203151,1546.76179037,3062.96382188
50,1513.80252109,1545.30683037,3059.10935146
51,1508.92011866,1542.39964757,3051.31976623
52,1504.05346323,1539.49793405,3043.55139728
53,1499.20250401,1536.60167952,3035.80418353
54,1438.75448583,1557.23404662,2995.98853244
55,1434.91899918,1555.00466043,2989.92365961
56,1427.36914024,1550.08523756,2977.4543778
57,1419.85900506,1545.18137781,2965.04038287
58,1412.38838462,1540.29303194,2952.68141657
59,1673.86094934,1643.03872338,3316.89967272
60,1666.75771614,1638.64464765,3305.40236379
61,1653.61481177,1629.97847805,3283.59328982
62,1640.5755433,1621.35814054,3261.93368384
63,1627.63909352,1612.78339272,3240.42248624
64,1373.97821227,1551.71490166,2925.69311393
65,1365.39041698,1544.96310687,2910.35352386
66,1345.13903523,1531.31691118,2876.4559464
67,1325.18802065,1517.79124824,2842.97926888
68,1305.53291821,1504.38505342,2809.91797163
69,1071.01678043,1293.50294539,2364.51972582
70,1057.88480431,1284.30539507,2342.19019938
71,1033.00869472,1265.73152976,2298.74022448
72,1008.71754564,1247.42628317,2256.14382881
73,984.997601742,1229.38577049,2214.38337223
74,696.158583858,913.189032738,1609.3476166
75,682.283703242,902.347619879,1584.63132312
76,654.900733586,880.649625576,1535.55035916
77,628.616759881,859.473384693,1488.09014457
78,553.559466431,584.804652424,1138.36411885
79,368.144621154,399.010051373,767.154672527
80,356.447536373,391.176116093,747.623652465
81,315.683250958,354.9556657,670.638916658
82,279.580877313,322.089001422,601.669878736
83,247.607266848,292.265583739,539.872850586
84,133.059764685,177.141120042,310.200884727
85,119.200802587,161.937996502,281.138799089
86,106.785333425,148.039679916,254.825013341
87,95.6630088659,135.334185325,230.997194191
88,85.6991402448,123.719138868,209.418279113
89,43.6041208722,72.8776694693,116.481790341
90,39.8846972628,67.454008654,107.338705917
91,36.4825398132,62.433984465,98.9165242782
92,33.3705857777,57.787557685,91.1581434627
93,30.5240808576,53.4869246583,84.0110055159
94,5.13066854071,14.1026993711,19.2333679118
95,5.13066854071,14.1026993711,19.2333679118
96,5.13066854071,14.1026993711,19.2333679118
97,5.13066854071,14.1026993711,19.2333679118
98,5.13066854071,14.1026993711,19.2333679118
99,5.13066854071,14.1026993711,19.2333679118
