age,men,women,total
0,1791.77941424,1791.77941424,3583.55882848
1,1807.30615748,1808.90915439,3616.21531187
2,1792.79848278,1794.46041058,3587.25889337
3,1778.32451283,1780.04424494,3558.36875777
4,1763.8842654,1765.66067925,3529.54494465
5,2169.87478795,2353.0669908,4522.94177875
6,2148.75535434,2221.7563219,4370.51167624
7,2165.3665396,2237.037273,4402.4038126
8,2165.69144856,2237.37292257,4403.06437112
9,2166.01640626,2237.7086225,4403.72502876
10,2166.34141272,2238.0443728,4404.38578553
11,2038.74029892,2150.65381898,4189.3941179
12,2038.67912631,2150.63230964,4189.31143596
13,2038.61795554,2150.61080053,4189.22875606
14,2038.5567866,2150.58929162,4189.14607822
15,2038.4956195,2150.56778293,4189.06340243
16,1991.87566205,2148.99582111,4140.87148316
17,1991.05882966,2148.71641254,4139.7752422
18,1990.24233224,2148.43704029,4138.67937253
19,1989.42616965,2148.15770437,4137.58387402
20,1551.11165501,1604.02037214,3155.13202715
21,1794.54443144,1831.38243115,3625.92686259
22,1794.0416523,1831.32747484,3625.36912714
23,1793.53901403,1831.27252018,3624.81153421
24,1793.03651658,1831.21756717,3624.25408375
25,1792.53415992,1831.1626158,3623.69677572
26,1916.59614488,2015.01140461,3931.60754949
27,1916.34676543,2014.95093612,3931.29770156
28,1916.09741843,2014.89046946,3930.98788789
29,1915.84810388,2014.8300046,3930.67810848
30,1915.59882177,2014.76954156,3930.36836333
31,1878.44705994,2028.54493214,3906.99199208
32,1877.95816503,2028.15938137,3906.1175464
33,1877.46939737,2027.77390388,3905.24330124
34,1876.98075691,2027.38849965,3904.36925656
35,1925.11082594,2056.77335736,3981.8841833
36,1713.27185005,1795.66591995,3508.93777
37,1712.67143637,1795.36049792,3508.0319343
38,1712.07123311,1795.05512785,3507.12636096
39,1711.47124019,1794.74980971,3506.2210499
40,1710.87145753,1794.44454351,3505.31600104
41,1549.35513611,1564.00759591,3113.36273202
42,1548.48608067,1563.30330654,3111.78938721
43,1547.6175127,1562.59933431,3110.21684701
44,1546.74943192,1561.89567908,3108.64511101
45,1545.88183806,1561.19234073,3107.07417879
46,1485.99658621,1583.64595091,3069.64253712
47,1484.47754298,1582.86907876,3067.34662174
48,1482.96005259,1582.09258771,3065.0526403
49,1481.44411342,1581.31647758,3062.760591
50,1479.92972392,1580.54074817,3060.47047209
51,1758.48274538,1688.90050139,3447.38324677
52,1755.58954651,1687.31034296,3442.89988947
53,1752.70110777,1685.72168172,3438.42278948
54,1749.81742132,1684.13451626,3433.95193757
55,1746.93847934,1682.54884517,3429.48732451
56,1480.0983076,1623.09323386,3103.19154146
57,1476.24617012,1620.27804753,3096.52421765
58,1472.40405829,1617.46774403,3089.87180233
59,1468.57194604,1614.66231488,3083.23426092
60,1464.74980733,1611.86175163,3076.61155895
61,1212.10035122,1392.18009044,2604.28044166
62,1207.66744613,1388.53080849,2596.19825462
63,1203.2507531,1384.8910923,2588.14184541
64,1198.85021285,1381.2609168,2580.11112965
65,1194.4657663,1377.64025697,2572.10602326
66,853.931869629,1030.94601277,1884.8778824
67,846.55765895,1026.30561897,1872.86327792
68,839.247128976,1021.68611206,1860.93324104
69,831.999729785,1017.08739803,1849.08712781
70,756.701079683,705.908100494,1462.60918018
71,513.836401708,487.646481553,1001.48288326
72,507.982045168,484.035819979,992.017865147
73,502.194389802,480.451892684,982.646282486
74,496.472675654,476.89450172,973.367177374
75,490.816151426,473.363450606,964.179602032
76,288.352316939,309.972483736,598.324800676
77,282.408073845,306.153501439,588.561575284
78,276.586368437,302.381570498,578.967938935
79,270.884674661,298.656111222,569.540785883
80,265.300518536,294.976551062,560.277069598
81,134.986136905,173.758108779,308.744245684
82,123.471843886,160.826780805,284.29862469
83,112.939717975,148.857820828,261.797538803
84,103.305980496,137.779608039,241.085588536
85,94.4939990787,127.525851756,222.019850834
86,15.8831117838,33.6242691245,49.5073809083
87,15.8831117838,33.6242691245,49.5073809083
88,15.8831117838,33.6242691245,49.5073809083
89,15.8831117838,33.6242691245,49.5073809083
90,15.8831117838,33.6242691245,49.5073809083
91,15.8831117838,33.6242691245,49.5073809083
92,15.8831117838,33.6242691245,49.5073809083
93,15.8831117838,33.6242691245,49.5073809083
94,15.8831117838,33.6242691245,49.5073809083
95,15.8831117838,33.6242691245,49.5073809083
96,15.8831117838,33.6242691245,49.5073809083
97,15.8831117838,33.6242691245,49.5073809083
98,15.8831117838,33.6242691245,49.5073809083
99,15.8831117838,33.6242691245,49.5073809083
