age,men,women,total
0,1836.60629713,1836.60629713,3673.21259425
1,1811.62817557,1813.23500592,3624.86318149
2,1800.49013716,1802.15919514,3602.64933231
3,1789.37648411,1791.10690405,3580.48338817
4,1778.287219,1780.07813812,3558.36535712
5,1775.45745885,1777.31664068,3552.77409954
6,1804.6870668,1806.64913197,3611.33619877
7,1790.46903219,1792.48734825,3582.95638044
8,1776.28035616,1778.35382136,3554.63417753
9,1762.12107068,1764.24858676,3526.36965744
10,2168.03102136,2351.53789488,4519.56891624
11,2146.86511434,2220.2903497,4367.15546404
12,2163.39677201,2235.53885952,4398.93563153
13,2163.65646272,2235.85192261,4399.50838534
14,2163.91618461,2236.16502955,4400.08121416
15,2164.17593767,2236.47818034,4400.65411801
16,2035.86715894,2148.86935431,4184.73651325
17,2034.97122508,2148.56847349,4183.53969857
18,2034.0756855,2148.26763479,4182.34332029
19,2033.18054002,2147.96683822,4181.14737824
20,2032.28578848,2147.66608376,4179.95187224
21,1985.25148295,2146.03184267,4131.28332562
22,1983.8813854,2145.6884295,4129.56981491
23,1982.51223342,2145.34507128,4127.8573047
24,1981.14402633,2145.00176801,4126.14579435
25,1544.22148357,1601.61578477,3145.83726834
26,1786.34044929,1828.58212968,3614.92257897
27,1785.60760267,1828.47238512,3614.07998779
28,1784.8750567,1828.36264715,3613.23770385
29,1784.14281126,1828.25291577,3612.39572702
30,1783.41086622,1828.14319097,3611.55405718
31,1906.3451395,2011.30648236,3917.65162186
32,1905.60100261,2010.86386215,3916.46486476
33,1904.8571562,2010.42133934,3915.27849554
34,1904.11360014,2009.97891392,3914.09251406
35,1903.37033433,2009.53658586,3912.90692019
36,1865.80163911,2022.93206174,3888.73370086
37,1864.66233802,2022.2035658,3886.86590382
38,1863.52373262,2021.4753322,3884.99906482
39,1862.38582248,2020.74736085,3883.13318332
40,1909.47223767,2049.68727482,3959.15951249
41,1698.40093824,1788.67359404,3487.07453228
42,1696.85341255,1787.56403945,3484.417452
43,1695.30729692,1786.45517313,3481.76247005
44,1693.76259005,1785.34699467,3479.10958472
45,1692.21929067,1784.23950364,3476.45879431
46,1530.89729958,1554.35018023,3085.24747981
47,1528.47453274,1552.88808221,3081.36261495
48,1526.05560012,1551.42735952,3077.48295963
49,1523.64049565,1549.96801085,3073.60850649
50,1521.22921327,1548.51003491,3069.73924819
51,1459.89307562,1569.30229872,3029.19537435
52,1456.00123692,1567.05563524,3023.05687215
53,1452.11977322,1564.81218815,3016.93196137
54,1448.24865688,1562.57195285,3010.82060973
55,1444.38786031,1560.33492475,3004.72278506
56,1711.78442232,1664.41751644,3376.20193876
57,1704.52025624,1659.96626613,3364.48652237
58,1697.28691653,1655.52692007,3352.8138366
59,1690.08427239,1651.09944641,3341.1837188
60,1682.91219354,1646.68381341,3329.59600695
61,1420.63722621,1584.3316735,3004.96889971
62,1411.75779743,1577.43795719,2989.19575462
63,1402.93386787,1570.57423669,2973.50810457
64,1394.16509065,1563.7403815,2957.90547214
65,1385.45112103,1556.93626165,2942.38738268
66,1136.57907693,1338.68761568,2475.26669262
67,1122.64322684,1329.16877635,2451.8120032
68,1108.87824732,1319.71762145,2428.59586877
69,1095.2820433,1310.3336697,2405.61571299
70,1081.85254537,1301.01644324,2382.86898861
71,764.611948895,966.396371182,1731.00832008
72,749.372749444,954.923278899,1704.29602834
73,734.437276872,943.586395577,1678.02367245
74,719.799477708,932.384104139,1652.18358185
75,647.196544868,642.32845236,1289.52499723
76,430.417942916,438.25832731,868.676270226
77,416.742243529,429.653813814,846.396057343
78,403.501063095,421.218236417,824.719299512
79,390.680595612,412.948278325,803.628873937
80,378.267473739,404.840687863,783.108161602
81,203.274248307,245.372486111,448.646734418
82,182.102032127,224.313410619,406.415442745
83,163.135027584,205.061728725,368.196756309
84,146.143548833,187.462321008,333.605869841
85,130.92183317,171.373381157,302.295214327
86,66.6136372204,100.948751681,167.562388902
87,60.9315060357,93.4360006172,154.367506653
88,55.7340596115,86.4823592758,142.216418887
89,50.9799544256,80.0462179085,131.026172334
90,46.6313735505,74.0890634242,120.720436975
91,7.83807782459,19.534789013,27.3728668376
92,7.83807782459,19.534789013,27.3728668376
93,7.83807782459,19.534789013,27.3728668376
94,7.83807782459,19.534789013,27.3728668376
95,7.83807782459,19.534789013,27.3728668376
96,7.83807782459,19.534789013,27.3728668376
97,7.83807782459,19.534789013,27.3728668376
98,7.83807782459,19.534789013,27.3728668376
99,7.83807782459,19.534789013,27.3728668376
