age,men,women,total
0,1794.06090539,1794.06090539,3588.12181079
1,1777.73186363,1779.30862952,3557.04049315
2,1806.72781951,1808.40265983,3615.13047934
3,1792.22478727,1793.95796167,3586.18274894
4,1777.75544898,1779.54583255,3557.30128153
5,1763.31982244,1765.16629426,3528.4861167
6,2169.50590923,2352.76109209,4522.26700133
7,2148.39006593,2221.46749357,4369.85755951
8,2164.99842729,2236.74645815,4401.74488544
9,2165.32328101,2237.08206409,4402.4053451
10,2165.64818347,2237.41772038,4403.06590385
11,2165.90814444,2237.73104659,4403.63919103
12,2038.33255086,2150.35272744,4188.6852783
13,2038.27139049,2150.33122112,4188.60261161
14,2038.21023195,2150.30971501,4188.51994696
15,2038.14907524,2150.28820912,4188.43728436
16,2037.25213717,2149.98712963,4187.2392668
17,1990.66061789,2148.41559224,4139.07621014
18,1989.84428377,2148.13625911,4137.98054288
19,1989.02828442,2147.85696229,4136.88524671
20,1988.21261969,2147.57770179,4135.79032148
21,1549.73116564,1603.53916603,3153.27033167
22,1792.94728689,1830.83301642,3623.78030332
23,1792.44495523,1830.7780766,3623.22303183
24,1791.94276431,1830.72313842,3622.66590273
25,1791.44071408,1830.6682019,3622.10891598
26,1790.70577508,1830.55833214,3621.26410722
27,1914.64121681,2014.34645084,3928.98766765
28,1914.39209173,2014.28600232,3928.67809405
29,1914.14299907,2014.2255556,3928.36855467
30,1913.89393881,2014.1651107,3928.05904952
31,1913.14685527,2013.7218614,3926.86871668
32,1876.0426477,2027.49008877,3903.53273648
33,1875.55437858,2027.10473849,3902.65911707
34,1875.06623654,2026.71946145,3901.78569799
35,1874.57822154,2026.33425763,3900.91247917
36,1921.97289529,2055.35418375,3977.32707903
37,1710.47921693,1794.42691047,3504.9061274
38,1709.87978193,1794.12169918,3504.00148111
39,1709.280557,1793.81653981,3503.09709681
40,1708.68154207,1793.51143234,3502.19297441
41,1707.12464904,1792.39887672,3499.52352576
42,1545.96204836,1562.22462726,3108.18667562
43,1545.09489616,1561.52114077,3106.61603692
44,1544.22823035,1560.81797107,3105.04620142
45,1543.36205067,1560.11511801,3103.47716868
46,1540.91955736,1558.64759721,3099.56715457
47,1481.22653716,1581.06460801,3062.29114518
48,1479.71237007,1580.28900216,3060.00137223
49,1478.19975082,1579.51377679,3057.71352761
50,1476.68867782,1578.73893172,3055.42760954
51,1472.75206476,1576.47875845,3049.23082321
52,1749.95410407,1684.5600271,3434.51413117
53,1747.07493721,1682.97395537,3430.04889259
54,1744.2005074,1681.38937699,3425.58988439
55,1741.33080682,1679.80629055,3421.13709737
56,1733.94125706,1675.31388513,3409.25514219
57,1469.08637619,1616.11393295,3085.20030914
58,1465.26289861,1613.31085193,3078.57375054
59,1461.4493721,1610.51263273,3071.96200483
60,1457.64577076,1607.71926693,3065.36503769
61,1448.53502696,1600.72378693,3049.25881388
62,1198.68240033,1382.56012601,2581.24252635
63,1194.2985675,1378.9360606,2573.23462811
64,1189.93076727,1375.32149485,2565.25226212
65,1185.57894099,1371.71640386,2557.29534486
66,1171.04229262,1361.96271084,2533.00500346
67,837.186265665,1019.21384714,1856.40011281
68,829.956663258,1014.62626103,1844.58292428
69,822.789492777,1010.05932411,1832.84881688
70,815.684215084,1005.51294344,1821.19715852
71,733.40982045,692.707619015,1426.11743946
72,498.020517262,478.527492348,976.54800961
73,492.346357818,474.984350145,967.330707963
74,486.736846484,471.467442291,958.204288775
75,481.191246697,467.976574538,949.167821235
76,465.90232358,458.788589962,924.690913542
77,273.715553332,300.428430962,574.143984293
78,268.073040016,296.72703513,564.800075146
79,262.546844375,293.071241942,555.618086317
80,257.134568575,289.460489557,546.595058133
81,230.352481229,264.617564427,494.970045656
82,117.20441309,155.874924224,273.079337314
83,107.206897891,144.274488524,251.481386415
84,98.0621689263,133.537373908,231.599542834
85,89.6974836855,123.59933078,213.296814466
86,82.0463045801,114.400891093,196.447195673
87,13.7908294685,30.1636593462,43.9544888147
88,13.7908294685,30.1636593462,43.9544888147
89,13.7908294685,30.1636593462,43.9544888147
90,13.7908294685,30.1636593462,43.9544888147
91,13.7908294685,30.1636593462,43.9544888147
92,13.7908294685,30.1636593462,43.9544888147
93,13.7908294685,30.1636593462,43.9544888147
94,13.7908294685,30.1636593462,43.9544888147
95,13.7908294685,30.1636593462,43.9544888147
96,13.7908294685,30.1636593462,43.9544888147
97,13.7908294685,30.1636593462,43.9544888147
98,13.7908294685,30.1636593462,43.9544888147
99,13.7908294685,30.1636593462,43.9544888147
