age,men,women,total
0,1877.47050299,1877.47050299,3754.94100599
1,1851.99085081,1853.63348098,3705.62433179
2,1840.64559307,1842.35187523,3682.9974683
3,1829.31163381,1831.08067311,3660.39230692
4,1820.45854447,1822.29193447,3642.75047894
5,1809.31040433,1811.2050355,3620.51543983
6,1798.45643011,1800.41172129,3598.8681514
7,1787.62351938,1789.63862782,3577.26214719
8,1776.81168495,1778.88577037,3555.69745532
9,1774.25045561,1776.39261623,3550.64307185
10,1803.4601925,1805.7098576,3609.1700501
11,1789.198137,1791.53751869,3580.73565569
12,1774.96627262,1777.39370466,3552.35997727
13,1760.7646286,1763.27845009,3524.04307869
14,2166.2971168,2350.22131017,4516.51842697
15,2145.14813743,2219.04724819,4364.19538562
16,2160.78011315,2233.99672262,4394.77683577
17,2160.15328633,2234.01906885,4394.17235518
18,2159.52664135,2234.04141529,4393.56805665
19,2158.90017816,2234.06376196,4392.96394012
20,2030.9041865,2146.54951516,4177.45370165
21,2029.44168686,2146.18455429,4175.62624115
22,2027.9802404,2145.81965548,4173.79989588
23,2026.51984636,2145.45481871,4171.97466507
24,2025.06050398,2145.09004397,4170.15054795
25,1978.19341718,2143.45776309,4121.65118027
26,1976.57097409,2143.05044909,4119.62142318
27,1974.94986166,2142.64321249,4117.59307416
28,1973.33007882,2142.23605328,4115.5661321
29,1537.93069302,1599.5026982,3137.43339121
30,1779.06332373,1826.16959581,3605.23291953
31,1777.87062375,1825.71293011,3603.58355386
32,1776.67872338,1825.25637861,3601.93510198
33,1775.48762206,1824.79994127,3600.28756333
34,1774.29731927,1824.34361808,3598.64093735
35,1896.60337653,2007.12622689,3903.72960342
36,1895.19863982,2006.34321276,3901.54185257
37,1893.79494353,2005.56050409,3899.35544762
38,1892.39228691,2004.77810077,3897.17038769
39,1890.99066918,2003.99600268,3894.98667186
40,1853.66632361,2017.3545453,3871.02086891
41,1851.49531958,2015.7199487,3867.21526829
42,1849.32685823,2014.08667657,3863.4135348
43,1847.16093657,2012.45472782,3859.61566438
44,1892.80012881,2040.35667135,3933.15680015
45,1683.57174891,1780.53117922,3464.10292812
46,1680.318291,1778.55376135,3458.87205236
47,1677.07112033,1776.57853956,3453.64965989
48,1673.83022472,1774.60551141,3448.43573612
49,1670.59559205,1772.63467445,3443.23026651
50,1511.33502298,1544.24056866,3055.57559164
51,1506.46057887,1541.33539181,3047.79597068
52,1501.60185609,1538.43568048,3040.03753656
53,1496.75880393,1535.54142436,3032.30022829
54,1491.93137187,1532.6526132,3024.58398507
55,1431.77652657,1553.23195512,2985.00848169
56,1424.24320182,1548.31814039,2972.56134221
57,1416.74951384,1543.41987104,2960.16938488
58,1409.29525406,1538.53709788,2947.83235195
59,1401.88021504,1533.6697719,2935.54998695
60,1661.40742387,1635.97365687,3297.38108075
61,1648.30670822,1627.32161313,3275.62832136
62,1635.3092958,1618.71532677,3254.02462257
63,1622.41437203,1610.15455579,3232.56892782
64,1609.62112876,1601.63905947,3211.26018823
65,1358.76827346,1540.99255169,2899.76082515
66,1338.61511091,1527.38142672,2865.99653762
67,1318.76085875,1513.89052473,2832.65138348
68,1299.20108356,1500.51878383,2799.71986739
69,1279.93141769,1487.26515151,2767.1965692
70,1050.01414137,1278.78288187,2328.79702324
71,1025.32311003,1260.28888418,2285.61199421
72,1001.2126871,1242.06235015,2243.27503725
73,977.669219584,1224.09941167,2201.76863126
74,954.67937556,1206.39625658,2161.07563214
75,674.730822647,896.112397826,1570.84322047
76,647.650982466,874.564336663,1522.21531913
77,621.65797235,853.534423605,1475.19239595
78,596.70817315,833.010199178,1429.71837233
79,525.460787915,566.798517176,1092.25930509
80,349.457600185,386.724531891,736.182132076
81,309.492702406,350.916270225,660.408972631
82,274.098296309,318.423628586,592.521924895
83,242.751688345,288.939601396,531.691289741
84,214.989961586,262.185609861,477.175571447
85,115.531801883,158.909755967,274.441557851
86,103.498480862,145.271337902,248.769818764
87,92.7185014531,132.803436059,225.521937512
88,83.061320708,121.405590971,204.466911679
89,74.4099925003,110.985965096,185.395957596
90,37.8601500297,65.3770997276,103.237249757
91,34.6306860923,60.5116420833,95.1423281756
92,31.6766948437,56.0082787839,87.6849736275
93,28.9746785132,51.840062248,80.8147407613
94,26.5031436862,47.9820503725,74.4851940587
95,4.45480557384,12.6512495518,17.1060551256
96,4.45480557384,12.6512495518,17.1060551256
97,4.45480557384,12.6512495518,17.1060551256
98,4.45480557384,12.6512495518,17.1060551256
99,4.45480557384,12.6512495518,17.1060551256
