age,men,women,total
0,1821.58740272,1821.58740272,3643.17480543
1,1793.37236194,1794.96300022,3588.33536216
2,1778.89375883,1780.54279692,3559.43655575
3,1764.44888905,1766.15520271,3530.60409175
4,2170.56937015,2353.72603409,4524.29540424
5,2149.12070486,2222.04518777,4371.16589264
6,2165.73471451,2237.32812565,4403.06284016
7,2166.0596787,2237.66381886,4403.72349756
8,2166.38469166,2237.99956245,4404.3842541
9,2166.70975338,2238.3353564,4405.04510978
10,2039.14812854,2150.95495267,4190.10308122
11,2039.0869437,2150.93344032,4190.02038402
12,2039.02576069,2150.9119282,4189.93768889
13,2038.96457952,2150.89041628,4189.8549958
14,2038.90340018,2150.86890458,4189.77230476
15,1993.09144783,2149.57620669,4142.66765452
16,1992.27411687,2149.29672265,4141.57083952
17,1991.45712108,2149.01727496,4140.47439604
18,1990.64046033,2148.7378636,4139.37832393
19,1552.05841064,1604.45357461,3156.51198525
20,1796.14299871,1831.93201076,3628.07500946
21,1795.6397717,1831.87703795,3627.51680965
22,1795.13668568,1831.8220668,3626.95875248
23,1794.63374061,1831.7670973,3626.40083791
24,1794.13093645,1831.71212944,3625.8430659
25,1918.55306901,2015.67657788,3934.22964689
26,1918.30343494,2015.61608943,3933.91952437
27,1918.05383335,2015.55560281,3933.60943615
28,1917.80426423,2015.49511799,3933.29938222
29,1917.55472759,2015.43463499,3932.98936258
30,1880.85455377,2029.60032431,3910.45487808
31,1880.36503227,2029.21457295,3909.57960522
32,1879.87563818,2028.8288949,3908.70453308
33,1879.38637146,2028.44329016,3907.82966163
34,1927.57812594,2057.84343595,3985.42156189
35,1716.06904259,1796.90578494,3512.97482753
36,1715.46764864,1796.60015203,3512.06780067
37,1714.86646545,1796.2945711,3511.16103655
38,1714.26549294,1795.98904215,3510.25453509
39,1713.66473104,1795.68356516,3509.34829621
40,1552.75567103,1565.79259948,3118.54827051
41,1551.88470818,1565.08750629,3116.97221448
42,1551.01423387,1564.38273062,3115.39696449
43,1550.14424782,1563.67827232,3113.82252014
44,1549.27474976,1562.97413124,3112.248881
45,1490.78199641,1586.23150827,3077.01350468
46,1489.25806136,1585.45336775,3074.71142911
47,1487.73568413,1584.67560896,3072.41129309
48,1486.21486314,1583.8982317,3070.11309483
49,1484.69559678,1583.12123579,3067.81683257
50,1767.0529522,1693.25215943,3460.30511164
51,1764.14565293,1691.65790377,3455.8035567
52,1761.24313698,1690.06514915,3451.30828613
53,1758.34539649,1688.47389416,3446.81929065
54,1755.4524236,1686.8841374,3442.336561
55,1491.1927819,1630.10267536,3121.29545726
56,1487.31176968,1627.27533146,3114.58710114
57,1483.44085828,1624.45289146,3107.89374974
58,1479.5800214,1621.63534687,3101.21536827
59,1475.72923282,1618.82268919,3094.55192201
60,1225.66850153,1401.86699135,2627.53549288
61,1221.18597487,1398.1923174,2619.37829228
62,1216.71984175,1394.52727578,2611.24711753
63,1212.27004222,1390.87184122,2603.14188344
64,1207.83651653,1387.22598855,2595.06250508
65,871.012423249,1042.8132273,1913.82565054
66,863.490711809,1038.11941795,1901.61012976
67,856.03395483,1033.44673592,1889.48069075
68,848.641591392,1028.79508611,1877.4366775
69,771.836799317,714.033805198,1485.87060451
70,530.154559034,496.939245442,1027.09380448
71,524.114282793,493.259777824,1017.37406062
72,518.142825986,489.607553943,1007.75037993
73,512.239404525,485.982372078,998.221776603
74,506.403243254,482.384032005,988.787275258
75,303.771772091,319.819733325,623.591505416
76,297.50966441,315.879429059,613.389093469
77,291.376647041,311.987670884,603.364317925
78,285.370058848,308.143860693,593.513919541
79,279.487293557,304.347407747,583.834701303
80,155.465623486,193.69299146,349.158614947
81,142.204433973,179.27808089,321.482514863
82,130.074421522,165.935948664,296.010370186
83,118.979096936,153.586757078,272.565854014
84,108.830201526,142.156610063,250.986811589
85,18.2928257153,37.4819069921,55.7747327074
86,18.2928257153,37.4819069921,55.7747327074
87,18.2928257153,37.4819069921,55.7747327074
88,18.2928257153,37.4819069921,55.7747327074
89,18.2928257153,37.4819069921,55.7747327074
90,18.2928257153,37.4819069921,55.7747327074
91,18.2928257153,37.4819069921,55.7747327074
92,18.2928257153,37.4819069921,55.7747327074
93,18.2928257153,37.4819069921,55.7747327074
94,18.2928257153,37.4819069921,55.7747327074
95,18.2928257153,37.4819069921,55.7747327074
96,18.2928257153,37.4819069921,55.7747327074
97,18.2928257153,37.4819069921,55.7747327074
98,18.2928257153,37.4819069921,55.7747327074
99,18.2928257153,37.4819069921,55.7747327074
