age,men,women,total
0,1779.53019534,1779.53019534,3559.06039067
1,2172.65445105,2355.70427167,4528.35872272
2,2151.18518186,2223.91275147,4375.09793333
3,2167.48992361,2238.87260926,4406.36253287
4,2167.48992361,2238.87260926,4406.36253287
5,2167.48992361,2238.87260926,4406.36253287
6,2167.81515117,2239.20853421,4407.02368538
7,2040.18844778,2151.79404326,4191.98249104
8,2040.18844778,2151.79404326,4191.98249104
9,2040.18844778,2151.79404326,4191.98249104
10,2040.18844778,2151.79404326,4191.98249104
11,2040.12723172,2151.77252252,4191.89975424
12,1994.2877812,2150.47928155,4144.76706275
13,1994.2877812,2150.47928155,4144.76706275
14,1994.2877812,2150.47928155,4144.76706275
15,1994.2877812,2150.47928155,4144.76706275
16,1554.90214619,1605.75388411,3160.65603029
17,1799.43395454,1833.41667733,3632.85063188
18,1799.43395454,1833.41667733,3632.85063188
19,1799.43395454,1833.41667733,3632.85063188
20,1799.43395454,1833.41667733,3632.85063188
21,1798.92980551,1833.36165998,3632.29146548
22,1923.68473736,2017.49177581,3941.17651317
23,1923.68473736,2017.49177581,3941.17651317
24,1923.68473736,2017.49177581,3941.17651317
25,1923.68473736,2017.49177581,3941.17651317
26,1923.43443558,2017.43123289,3940.86566847
27,1886.62172974,2031.6109555,3918.23268524
28,1886.62172974,2031.6109555,3918.23268524
29,1886.62172974,2031.6109555,3918.23268524
30,1886.62172974,2031.6109555,3918.23268524
31,1934.99901531,2061.05701325,3996.05602856
32,1722.67565342,1799.7118758,3522.38752921
33,1722.67565342,1799.7118758,3522.38752921
34,1722.67565342,1799.7118758,3522.38752921
35,1722.67565342,1799.7118758,3522.38752921
36,1722.07194419,1799.4057656,3521.47770979
37,1560.37346677,1569.03826815,3129.41173492
38,1560.37346677,1569.03826815,3129.41173492
39,1560.37346677,1569.03826815,3129.41173492
40,1560.37346677,1569.03826815,3129.41173492
41,1559.49823099,1568.33171341,3127.8299444
42,1500.61949087,1591.66881237,3092.28830323
43,1500.61949087,1591.66881237,3092.28830323
44,1500.61949087,1591.66881237,3092.28830323
45,1500.61949087,1591.66881237,3092.28830323
46,1499.08549955,1590.88800453,3089.97350407
47,1784.17950677,1701.55922881,3485.73873559
48,1784.17950677,1701.55922881,3485.73873559
49,1784.17950677,1701.55922881,3485.73873559
50,1784.17950677,1701.55922881,3485.73873559
51,1781.2440295,1699.95715175,3481.20118125
52,1513.10181004,1642.73564475,3155.8374548
53,1513.10181004,1642.73564475,3155.8374548
54,1513.10181004,1642.73564475,3155.8374548
55,1513.10181004,1642.73564475,3155.8374548
56,1509.16377689,1639.8863895,3149.0501664
57,1253.43759807,1420.10772048,2673.54531855
58,1253.43759807,1420.10772048,2673.54531855
59,1253.43759807,1420.10772048,2673.54531855
60,1253.43759807,1420.10772048,2673.54531855
61,1248.85351401,1416.38523263,2665.23874664
62,900.591189807,1064.73297626,1965.32416607
63,900.591189807,1064.73297626,1965.32416607
64,900.591189807,1064.73297626,1965.32416607
65,900.591189807,1064.73297626,1965.32416607
66,819.084792078,738.976448105,1558.06124018
67,562.607972488,514.298336925,1076.90630941
68,562.607972488,514.298336925,1076.90630941
69,562.607972488,514.298336925,1076.90630941
70,562.607972488,514.298336925,1076.90630941
71,556.197940712,510.490338071,1066.68827878
72,333.641690361,338.45416298,672.095853341
73,333.641690361,338.45416298,672.095853341
74,333.641690361,338.45416298,672.095853341
75,333.641690361,338.45416298,672.095853341
76,326.763828809,334.284275249,661.048104058
77,181.763334326,212.745433748,394.508768074
78,181.763334326,212.745433748,394.508768074
79,181.763334326,212.745433748,394.508768074
80,181.763334326,212.745433748,394.508768074
81,166.258954843,196.912613063,363.171567906
82,27.9457911675,51.9192195502,79.8650107176
83,27.9457911675,51.9192195502,79.8650107176
84,27.9457911675,51.9192195502,79.8650107176
85,27.9457911675,51.9192195502,79.8650107176
86,27.9457911675,51.9192195502,79.8650107176
87,27.9457911675,51.9192195502,79.8650107176
88,27.9457911675,51.9192195502,79.8650107176
89,27.9457911675,51.9192195502,79.8650107176
90,27.9457911675,51.9192195502,79.8650107176
91,27.9457911675,51.9192195502,79.8650107176
92,27.9457911675,51.9192195502,79.8650107176
93,27.9457911675,51.9192195502,79.8650107176
94,27.9457911675,51.9192195502,79.8650107176
95,27.9457911675,51.9192195502,79.8650107176
96,27.9457911675,51.9192195502,79.8650107176
97,27.9457911675,51.9192195502,79.8650107176
98,27.9457911675,51.9192195502,79.8650107176
99,27.9457911675,51.9192195502,79.8650107176
