age,men,women,total
0,1844.94734263,1844.94734263,3689.89468525
1,1822.20730376,1823.8235173,3646.03082106
2,1811.04845456,1812.72730011,3623.77575467
3,1799.91398032,1801.65459057,3601.56857089
4,1788.80388364,1790.60539412,3579.40927776
5,1777.71816709,1779.57971624,3557.29788333
6,1775.15563108,1777.08558952,3552.2412206
7,1804.38027,1806.41426758,3610.79453759
8,1790.16465245,1792.25432489,3582.41897735
9,1775.9783885,1778.12263537,3554.10102387
10,1761.8215101,1764.01923444,3525.84074455
11,2167.59741516,2351.20867957,4518.80609473
12,2146.43574132,2219.97950905,4366.41525037
13,2162.96409266,2235.22588408,4398.18997673
14,2163.22373143,2235.53890335,4398.76263478
15,2163.48340137,2235.85196645,4399.33536782
16,2162.85579035,2235.87433123,4398.73012158
17,2034.62527997,2148.28915959,4182.91443956
18,2033.72989263,2147.98836,4181.71825263
19,2032.83489933,2147.68760253,4180.52250186
20,2031.94029989,2147.38688717,4179.32718707
21,2030.47705412,2147.02178394,4177.49883807
22,1983.48460913,2145.38803312,4128.87264225
23,1982.11573097,2145.04472297,4127.16045395
24,1980.74779753,2144.70146776,4125.44926529
25,1979.38080815,2144.35826748,4123.73907563
26,1542.64637766,1601.08725156,3143.73362922
27,1784.51838203,1827.97869758,3612.49707961
28,1783.78628291,1827.86898924,3611.65527215
29,1783.05448414,1827.75928748,3610.81377162
30,1782.32298559,1827.6495923,3609.97257789
31,1781.12810031,1827.19255651,3608.32065682
32,1903.90501772,2010.26060299,3914.16562071
33,1903.16183333,2009.81821294,3912.98004627
34,1902.41893904,2009.37592024,3911.79485928
35,1901.67633473,2008.93372488,3910.61005962
36,1900.26784068,2008.15000562,3908.4178463
37,1862.76038244,2021.53623862,3884.29662106
38,1861.62293841,2020.80824534,3882.43118375
39,1860.48618894,2020.08051422,3880.56670315
40,1859.35013358,2019.35304517,3878.70317875
41,1905.29049347,2047.35063133,3952.6411248
42,1694.68144018,1786.63450614,3481.31594633
43,1693.13730358,1785.52621644,3478.66352002
44,1691.59457394,1784.41861423,3476.01318817
45,1690.05324998,1783.3116991,3473.36494908
46,1686.78726675,1781.33119325,3468.11846
47,1525.98311925,1551.81658943,3077.79970868
48,1523.56812949,1550.35687464,3073.92500412
49,1521.15696164,1548.89853292,3070.05549456
50,1518.74960966,1547.44156299,3066.19117264
51,1513.85125159,1544.53036412,3058.38161571
52,1452.81259421,1565.26919182,3018.08178602
53,1448.93963092,1563.02830226,3011.96793317
54,1445.07699232,1560.79062083,3005.86761315
55,1441.22465089,1558.55614293,2999.78079383
56,1433.64161463,1553.62548457,2987.2670992
57,1699.04874622,1657.26052112,3356.30926733
58,1691.83862553,1652.82841119,3344.66703672
59,1684.65910187,1648.40815431,3333.06725619
60,1677.5100454,1643.99971879,3321.50976419
61,1664.28235556,1635.30522826,3299.58758382
62,1404.91077211,1573.38394164,2978.29471375
63,1396.12963861,1566.5378609,2962.66749952
64,1387.40338996,1559.72156872,2947.12495867
65,1378.73168309,1552.93493546,2931.66661855
66,1358.28242455,1539.218327,2897.50075154
67,1114.29076123,1323.45335062,2437.74411185
68,1100.62819316,1314.04283568,2414.67102884
69,1087.13314489,1304.69923492,2391.83237981
70,1073.80356243,1295.42207254,2369.22563496
71,1048.55312402,1276.68743575,2325.24055977
72,741.077193108,948.324759042,1689.40195215
73,726.307056217,937.066213584,1663.3732698
74,711.83129749,925.941329979,1637.77262747
75,697.644049784,914.948521392,1612.59257118
76,614.344848251,622.551159312,1236.89600756
77,408.569928133,424.764353413,833.334281546
78,395.588407248,416.424772887,812.013180134
79,383.019349132,408.248926918,791.26827605
80,370.849648579,400.233600835,771.083249414
81,328.438299423,363.174484268,691.612783692
82,176.496931578,220.11874984,396.615681418
83,158.113731435,201.227074398,359.340805833
84,141.6452504,183.956775605,325.602026005
85,126.892059145,168.16869893,295.060758075
86,113.675500087,153.735632768,267.411132855
87,57.8386227894,90.5591061582,148.397728948
88,52.9049987457,83.8195674337,136.724566179
89,48.3922119389,77.5815948591,125.973806798
90,44.2643650291,71.8078611614,116.07222619
91,40.4886227127,66.4638170166,106.952439729
92,6.80556783276,17.5242685278,24.3298363606
93,6.80556783276,17.5242685278,24.3298363606
94,6.80556783276,17.5242685278,24.3298363606
95,6.80556783276,17.5242685278,24.3298363606
96,6.80556783276,17.5242685278,24.3298363606
97,6.80556783276,17.5242685278,24.3298363606
98,6.80556783276,17.5242685278,24.3298363606
99,6.80556783276,17.5242685278,24.3298363606
