age,men,women,total
0,1902.32604739,1902.32604739,3804.65209477
1,1888.39390151,1890.0688195,3778.46272101
2,1889.1715176,1890.9227834,3780.094301
3,1890.34786905,1892.17593356,3782.52380261
4,1871.30186556,1873.18646004,3744.4883256
5,1860.36795703,1862.31605344,3722.68401047
6,1849.3070045,1851.31758069,3700.62458519
7,1838.25397292,1840.32615482,3678.58012774
8,1827.20886824,1829.34178266,3656.5506509
9,1818.63879759,1820.83455096,3639.47334855
10,1807.77301329,1810.02805828,3617.80107157
11,1796.87434479,1799.22376315,3596.09810794
12,1785.99737303,1788.43989113,3574.43726417
13,1775.14210888,1777.67645692,3552.8185658
14,1772.53009966,1775.16724351,3547.69734316
15,1801.65745354,1804.44621457,3606.10366811
16,1786.67666984,1790.05102404,3576.72769388
17,1771.73800607,1775.68804378,3547.42604984
18,1756.84144701,1761.3572965,3518.19874352
19,2160.58398311,2347.35542318,4507.93940629
20,2138.61341284,2216.05315165,4354.66656449
21,2153.59422563,2230.91550764,4384.50973327
22,2152.36628398,2230.87087683,4383.23716081
23,2151.13904248,2230.82624692,4381.9652894
24,2149.91250073,2230.7816179,4380.69411863
25,2021.88273535,2143.3316222,4165.21435755
26,2020.16384281,2142.90290014,4163.06674295
27,2018.44641158,2142.47426384,4160.92067542
28,2016.73044042,2142.04571327,4158.77615369
29,2015.01592808,2141.61724843,4156.63317651
30,1968.12519089,2139.92339124,4108.04858213
31,1965.99919048,2139.11010649,4105.10929697
32,1963.87548662,2138.29713083,4102.17261745
33,1961.75407681,2137.48446415,4099.23854096
34,1528.51092042,1595.65158787,3124.16250829
35,1767.70642934,1821.42649025,3589.1329196
36,1765.90226825,1820.66128452,3586.56355277
37,1764.09994852,1819.89640026,3583.99634878
38,1762.29946828,1819.13183734,3581.43130562
39,1760.50082565,1818.36759563,3578.86842127
40,1881.1963678,2000.21119074,3881.40755854
41,1878.74863404,1998.53050914,3877.27914318
42,1876.30408516,1996.85123973,3873.15532489
43,1873.86271704,1995.17338133,3869.03609837
44,1871.42452551,1993.49693276,3864.92145827
45,1833.45738657,2005.88181207,3839.33919863
46,1829.43801513,2003.2733049,3832.71132003
47,1825.42745511,2000.66818992,3826.09564502
48,1821.42568718,1998.0664627,3819.49214988
49,1864.52108331,2024.77515858,3889.29624189
50,1656.72334329,1766.06707999,3422.79042328
51,1650.80126068,1762.44475887,3413.24601955
52,1644.90034701,1758.82986737,3403.73021439
53,1639.02052661,1755.22239026,3394.24291686
54,1633.16172406,1751.62231231,3384.78403637
55,1475.03893244,1524.4988111,2999.53774354
56,1466.45496438,1518.9915704,2985.44653477
57,1457.92095059,1513.50422456,2971.42517515
58,1449.43660038,1508.03670172,2957.4733021
59,1441.00162472,1502.58893026,2943.59055498
60,1379.30110504,1520.12342839,2899.42453343
61,1367.02602881,1511.34230573,2878.36833454
62,1354.8601945,1502.61190798,2857.47210247
63,1342.8026299,1493.9319421,2836.73457201
64,1330.85237148,1485.3021168,2816.15448828
65,1571.46207931,1580.22653427,3151.68861358
66,1545.60710675,1564.79417081,3110.40127756
67,1520.17752123,1549.51251855,3069.69003978
68,1495.16632394,1534.38010566,3029.5464296
69,1470.56663121,1519.39547468,2989.96210589
70,1230.66475129,1455.28314705,2685.94789834
71,1198.59809099,1431.748947,2630.34703798
72,1167.36697156,1408.59533169,2575.96230325
73,1136.94962184,1385.81614648,2522.76576832
74,1107.32483794,1363.40533626,2470.7301742
75,898.063373506,1163.60561501,2061.66898851
76,858.867651998,1132.64858705,1991.51623904
77,821.38261665,1102.51515221,1923.89776886
78,785.53360505,1073.18339929,1858.71700434
79,751.249213406,1044.63200002,1795.88121343
80,520.008811843,766.393685601,1286.40249744
81,456.562194552,692.300242152,1148.8624367
82,400.856740785,625.370007985,1026.22674877
83,351.947946084,564.910458028,916.858404112
84,283.488552516,355.771610159,639.260162676
85,172.452092759,224.676471292,397.128564051
86,152.730014157,203.872841807,356.602855964
87,135.26340476,184.995497692,320.258902451
88,119.794323127,167.866077026,287.660400153
89,106.094326688,152.322733081,258.417059769
90,57.0132142053,92.3222611455,149.335475351
91,51.0749504736,84.3987099036,135.473660377
92,45.7551920593,77.1551968616,122.910388921
93,40.9895179725,70.5333577913,111.522875764
94,36.7202170508,64.47983757,101.200054621
95,18.683417105,37.9823229684,56.6657400734
96,17.0897250114,35.1556239499,52.2453489613
97,15.6319745645,32.5392919316,48.1712664961
98,14.2985699666,30.1176710991,44.4162410657
99,13.0789045394,27.8762707665,40.9551753058
