age,men,women,total
0,1904.70916586,1904.70916586,3809.41833172
1,1891.55827265,1893.23599729,3784.79426993
2,1872.50007386,1874.2358852,3746.73595906
3,1861.55916427,1863.35938861,3724.91855288
4,1850.21350846,1852.07686479,3702.29037325
5,1838.87913869,1840.80473294,3679.68387163
6,1827.83027771,1829.81750429,3657.647782
7,1819.25729249,1821.30806027,3640.56535277
8,1808.38781288,1810.49875736,3618.88657024
9,1797.53937324,1799.709652,3597.24902524
10,1786.71198636,1788.94075948,3575.65274584
11,1775.8523788,1778.17431087,3554.02668967
12,1773.23932446,1775.66439474,3548.90371919
13,1802.37833278,1804.95156563,3607.32989841
14,1788.12483281,1790.78517827,3578.91001107
15,1773.90150583,1776.64730381,3550.54880964
16,1758.98675634,1762.30881479,3521.29557113
17,2163.22230939,2348.62350866,4511.84581806
18,2141.22491048,2217.25030518,4358.47521566
19,2156.82829713,2232.18767381,4389.01597094
20,2156.20261671,2232.21000194,4388.41261864
21,2154.9731878,2232.16534523,4387.13853303
22,2153.74445989,2232.12068942,4385.86514931
23,2025.48649693,2144.6182001,4170.10469703
24,2024.02789869,2144.25356761,4168.28146629
25,2022.57035082,2143.88899711,4166.45934792
26,2020.85087371,2143.46016356,4164.31103727
27,2019.1328584,2143.03141579,4162.16427419
28,1972.14631756,2141.33644009,4113.48275765
29,1970.52883408,2140.9295292,4111.45836328
30,1968.9126772,2140.52269563,4109.43537284
31,1966.78582614,2139.70918312,4106.49500926
32,1532.43143416,1597.31236081,3129.74379497
33,1772.24046128,1823.32225237,3595.56271365
34,1771.05233542,1822.8662987,3593.91863412
35,1769.86500608,1822.41045905,3592.27546513
36,1768.0586419,1821.64483994,3589.70348183
37,1766.25412132,1820.87954247,3587.1336638
38,1887.34409506,2002.97434172,3890.31843678
39,1885.94621632,2002.19294731,3888.13916363
40,1884.54937293,2001.41185773,3885.96123066
41,1882.09727638,1999.73016726,3881.82744364
42,1879.64837039,1998.04988984,3877.69826023
43,1841.5143875,2010.46305503,3851.97744253
44,1839.35761576,2008.83404238,3848.19165814
45,1837.20337002,2007.20634967,3844.40971969
46,1833.1757865,2004.59612004,3837.77190654
47,1876.54919298,2031.39209962,3907.9412926
48,1667.41094035,1771.83856612,3439.24950647
49,1664.18871279,1769.87080207,3434.05951486
50,1660.97271209,1767.90522338,3428.87793547
51,1655.0354398,1764.27913211,3419.31457191
52,1649.11939074,1760.66047819,3409.77986892
53,1489.45157712,1532.36504632,3021.81662344
54,1484.64771274,1529.48221088,3014.12992362
55,1479.85934206,1526.60479891,3006.46414097
56,1471.24732169,1521.08995034,2992.33727203
57,1462.68541885,1515.59502412,2978.28044297
58,1400.0564468,1533.28129718,2933.33774398
59,1392.69001798,1528.43059848,2921.12061646
60,1385.36234779,1523.59524549,2908.95759328
61,1373.03332959,1514.79406758,2887.82739717
62,1360.81403336,1506.04373043,2866.85776379
63,1606.84062053,1602.2937271,3209.13434762
64,1594.17018114,1593.81980372,3187.98998486
65,1581.59965212,1585.39069571,3166.99034783
66,1555.57788796,1569.90789947,3125.48578743
67,1529.98425504,1554.57630696,3084.56056199
68,1280.38924095,1488.97949087,2769.36873182
69,1261.3985911,1475.82778166,2737.22637276
70,1242.68960933,1462.79223756,2705.48184689
71,1210.30962484,1439.13660378,2649.44622862
72,1178.77334531,1415.86351854,2594.63686385
73,956.009592501,1208.37633273,2164.38592523
74,933.529073552,1190.90056775,2124.4296413
75,911.577182909,1173.67754056,2085.25472347
76,871.791655018,1142.45255507,2014.24421009
77,833.74255522,1112.05829156,1945.80084678
78,577.110055872,815.860946869,1392.97100274
79,553.948155518,796.242624853,1350.19078037
80,531.715841509,777.096048126,1308.81188964
81,466.840841826,701.967921188,1168.80876301
82,376.032978676,442.088217792,818.121196468
83,228.748827927,279.187034426,507.935862353
84,202.588505416,253.336069312,455.924574727
85,179.419946753,229.878741132,409.298687885
86,158.901005893,208.593414148,367.494420041
87,140.728665517,189.278974696,330.007640213
88,75.6250951624,114.721306385,190.346401548
89,67.7482938617,104.875358741,172.623652602
90,60.6919080408,95.874438825,156.566346866
91,54.3704865713,87.6460221962,142.016508767
92,48.7074785655,80.1238088166,128.831287382
93,24.7825914785,47.1975193894,71.9801108679
94,22.668640916,43.6850122201,66.353653136
95,20.7350099533,40.4339108783,61.1689208317
96,18.9663173614,37.4247611671,56.3910785285
97,17.3484939272,34.6395566985,51.9880506257
98,2.91603774856,9.13328364992,12.0493213985
99,2.91603774856,9.13328364992,12.0493213985
