year,total
2017,8963.64832726
2018,9061.98168804
2019,9159.7318944
2020,9256.95330467
2021,9350.41641544
2022,9441.45016821
2023,9530.30310302
2024,9617.12890443
2025,9702.06905107
2026,9785.25234847
2027,9865.30167019
2028,9942.25483687
2029,10016.3527396
2030,10087.8128303
2031,10156.8035263
2032,10222.7216646
2033,10283.9169052
2034,10340.8651029
2035,10393.9861051
2036,10443.6415373
