year,total
2017,5390.15665179
2018,5444.2217194
2019,5498.70872167
2020,5553.64212965
2021,5607.29077773
2022,5660.50181568
2023,5714.48666586
2024,5769.29932434
2025,5824.99902745
2026,5881.64073612
2027,5938.68688731
2028,5996.54809491
2029,6055.33005875
2030,6115.13430257
2031,6176.03003599
2032,6237.91179782
2033,6297.16405957
2034,6354.1913912
2035,6409.34148878
2036,6462.91421721
