year,total
2017,4815.36048731
2018,4872.29145595
2019,4929.3231713
2020,4986.48500256
2021,5041.87478928
2022,5096.31972618
2023,5149.48380436
2024,5201.45790969
2025,5252.32155037
2026,5302.14658946
2027,5350.16509096
2028,5396.09553213
2029,5440.07209988
2030,5482.21231943
2031,5522.60689586
2032,5560.92763094
2033,5596.87187835
2034,5630.63983747
2035,5662.41032545
2036,5692.33775685
