segmento,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
men_0-14,37148.87894,36883.8265665,36636.06302,36405.6121661,36084.8795394,35767.6905983,35463.6756033,35172.7788291,34895.0195417,34477.5226233,34070.8326776,33677.9769709,33298.9349092,32953.2191605,32595.1247317,32746.2918196,32878.4891224,32992.3602678,33088.3616892,33218.7687419
men_15-29,33388.6729504,33491.5101568,33596.143744,33702.5700228,33821.75337,33942.6431844,34065.0889996,34189.0875742,34314.6356714,34743.0394407,35171.6173082,35600.3003521,36029.0877287,36438.4678143,37163.5906051,36881.4965561,36616.5932085,36368.8996396,36138.4348602,35818.8724812
men_30-64,63817.033696,64751.1643492,65688.1891203,66627.9936216,67214.7463389,67806.2878758,68402.5439563,69003.421098,69608.8270757,69788.5406218,69973.718703,70164.3266282,70360.2978352,70561.5664149,70190.5785451,70347.8537642,70512.6860793,70684.9844489,70864.6588392,71406.2524884
men_65-100,9100.76752316,9773.94507883,10415.5257591,11027.4376744,12011.1577114,12942.1986258,13823.9078444,14660.1345289,15454.3215831,16491.2681985,17465.0997687,18380.2266989,19241.9000438,20054.7764926,21110.5403523,22097.2065062,23017.0601785,23876.7715265,24682.2173843,25126.8871385
women_0-14,39030.4321448,38581.0292187,38148.8394064,37733.8873558,37281.9919533,36833.570186,36398.2521857,35975.9911783,35566.8069992,35065.9501508,34575.8242666,34099.4472129,33636.8018837,33205.803695,32630.2724429,32781.58474,32913.9266611,33027.9203844,33124.0218953,33254.5867276
women_15-29,34926.5912851,35059.1670986,35192.1581194,35325.5640094,35477.9286688,35630.6637534,35783.7493884,35937.1852894,36090.9711721,36570.2034467,37049.1441697,37527.7739067,38006.0927847,38466.1883768,39355.7848546,38890.3529472,38442.0383476,38010.8659485,37596.8605811,37146.3469643
women_30-64,67081.2088277,68095.0352821,69113.0562929,70135.2065023,70733.9886025,71337.3820563,71945.3466686,72557.8365287,73174.8060887,73325.4889844,73480.1887089,73638.8906352,73801.5642833,73968.1793684,73802.4163595,74290.3171161,74780.9618461,75274.3287523,75770.3961819,76393.8211843
women_65-100,9650.32120472,10557.3464906,11445.4907997,12314.9260182,13576.3125621,14802.7954809,15993.3724055,17149.7049796,18273.3493623,19616.1565867,20910.923208,22156.6463375,23356.3169268,24512.6870476,25692.538255,26814.4042982,27862.0296929,28842.1753502,29760.9391618,30478.5913698
