age,men,women,total
0,25.6096159714,25.6096159714,51.2192319428
1,42.65938173,49.107527912,91.766909642
2,42.2378394322,46.3601729766,88.5980124088
3,42.5579778701,46.6720294532,89.2300073233
4,42.5579778701,46.6720294532,89.2300073233
5,42.5579778701,46.6720294532,89.2300073233
6,42.5643636102,46.6790322184,89.2433958286
7,40.0584537283,44.8567705678,84.9152242962
8,40.0584537283,44.8567705678,84.9152242962
9,40.0584537283,44.8567705678,84.9152242962
10,40.0584537283,44.8567705678,84.9152242962
11,40.0572517704,44.8563219418,84.9135737122
12,39.1572086839,44.8293627568,83.9865714407
13,39.1572086839,44.8293627568,83.9865714407
14,39.1572086839,44.8293627568,83.9865714407
15,39.1572086839,44.8293627568,83.9865714407
16,17.8769160313,19.7872230054,37.6641390367
17,20.6883306375,22.5926432533,43.2809738908
18,20.6883306375,22.5926432533,43.2809738908
19,20.6883306375,22.5926432533,43.2809738908
20,20.6883306375,22.5926432533,43.2809738908
21,20.6825343692,22.5919652909,43.2744996601
22,22.1168583533,24.8609454254,46.9778037788
23,22.1168583533,24.8609454254,46.9778037788
24,22.1168583533,24.8609454254,46.9778037788
25,22.1168583533,24.8609454254,46.9778037788
26,22.1139806006,24.8601993732,46.9741799738
27,21.6907400431,25.0349318376,46.7256718807
28,21.6907400431,25.0349318376,46.7256718807
29,21.6907400431,25.0349318376,46.7256718807
30,21.6907400431,25.0349318376,46.7256718807
31,32.9873728489,37.8918702164,70.8792430653
32,29.367737982,33.0871239302,62.4548619122
33,29.367737982,33.0871239302,62.4548619122
34,29.367737982,33.0871239302,62.4548619122
35,29.367737982,33.0871239302,62.4548619122
36,29.3574461001,33.0814961927,62.4389422928
37,26.6008514344,28.8462638535,55.4471152879
38,26.6008514344,28.8462638535,55.4471152879
39,26.6008514344,28.8462638535,55.4471152879
40,26.6008514344,28.8462638535,55.4471152879
41,26.5859306367,28.8332740718,55.4192047085
42,25.582180796,29.2623191295,54.8444999254
43,25.582180796,29.2623191295,54.8444999254
44,25.582180796,29.2623191295,54.8444999254
45,25.582180796,29.2623191295,54.8444999254
46,25.5560297006,29.2479642285,54.8039939292
47,30.4162400878,31.2826190878,61.6988591757
48,30.4162400878,31.2826190878,61.6988591757
49,30.4162400878,31.2826190878,61.6988591757
50,30.4162400878,31.2826190878,61.6988591757
51,30.3661968152,31.2531654164,61.6193622316
52,25.79497621,30.2011664164,55.9961426264
53,25.79497621,30.2011664164,55.9961426264
54,25.79497621,30.2011664164,55.9961426264
55,25.79497621,30.2011664164,55.9961426264
56,25.7278416189,30.1487837751,55.876625394
57,21.368286528,26.1082236405,47.4765101685
58,21.368286528,26.1082236405,47.4765101685
59,21.368286528,26.1082236405,47.4765101685
60,21.368286528,26.1082236405,47.4765101685
61,4.94582408702,4.86645839929,9.81228248631
62,3.56660372826,3.65824114511,7.22484487337
63,3.56660372826,3.65824114511,7.22484487337
64,3.56660372826,3.65824114511,7.22484487337
65,3.56660372826,3.65824114511,7.22484487337
66,3.5358039792,3.64177502631,7.17757900551
67,2.42865149871,2.53453116711,4.96318266583
68,2.42865149871,2.53453116711,4.96318266583
69,2.42865149871,2.53453116711,4.96318266583
70,2.42865149871,2.53453116711,4.96318266583
71,2.40098083985,2.51576483814,4.916745678
72,1.44025579258,1.6679474988,3.10820329138
73,1.44025579258,1.6679474988,3.10820329138
74,1.44025579258,1.6679474988,3.10820329138
75,1.44025579258,1.6679474988,3.10820329138
76,1.41056561828,1.64739773292,3.0579633512
77,0.78463124575,1.04843802474,1.83306927049
78,0.78463124575,1.04843802474,1.83306927049
79,0.78463124575,1.04843802474,1.83306927049
80,0.78463124575,1.04843802474,1.83306927049
81,0.717702342661,0.97041176137,1.68811410403
82,0.120635666255,0.25586487584,0.376500542095
83,0.120635666255,0.25586487584,0.376500542095
84,0.120635666255,0.25586487584,0.376500542095
85,0.120635666255,0.25586487584,0.376500542095
86,0.120635666255,0.25586487584,0.376500542095
87,0.120635666255,0.25586487584,0.376500542095
88,0.120635666255,0.25586487584,0.376500542095
89,0.120635666255,0.25586487584,0.376500542095
90,0.120635666255,0.25586487584,0.376500542095
91,0.120635666255,0.25586487584,0.376500542095
92,0.120635666255,0.25586487584,0.376500542095
93,0.120635666255,0.25586487584,0.376500542095
94,0.120635666255,0.25586487584,0.376500542095
95,0.120635666255,0.25586487584,0.376500542095
96,0.120635666255,0.25586487584,0.376500542095
97,0.120635666255,0.25586487584,0.376500542095
98,0.120635666255,0.25586487584,0.376500542095
99,0.120635666255,0.25586487584,0.376500542095
