year,total
2017,5030.02637194
2018,5086.22859251
2019,5142.5916363
2020,5199.13043789
2021,5254.19730783
2022,5308.72897382
2023,5363.92531617
2024,5419.8156324
2025,5476.43700286
2026,5533.82408219
2027,5591.61333429
2028,5650.26540609
2029,5709.84326976
2030,5770.41057228
2031,5832.00391886
2032,5894.70076554
2033,5955.99184748
2034,6016.03120655
2035,6074.95027255
2036,6132.86149982
