year,total
2017,3740.9740146
2018,3782.75396001
2019,3824.6561418
2020,3866.69164142
2021,3907.63570419
2022,3948.18507142
2023,3989.23501781
2024,4030.80722308
2025,4072.92918834
2026,4115.62661901
2027,4158.62998907
2028,4202.28298796
2029,4246.63231983
2030,4291.72521727
2031,4337.5887938
2032,4384.281438
2033,4429.93102668
2034,4474.65212986
2035,4518.54247913
2036,4561.68569681
