age,men,women,total
0,33.7146775845,33.7146775845,67.4293551689
1,33.1834765464,33.2129087542,66.3963853006
2,32.1586564319,32.1884675711,64.347124003
3,31.2624824512,31.2927148944,62.5551973456
4,30.3581440196,30.3887178098,60.7468618295
5,29.4540832865,29.4849263215,58.939009608
6,28.5545842391,28.5856289316,57.1402131707
7,27.9441794031,27.975679633,55.9198590361
8,27.2939642626,27.325824709,54.6197889716
9,26.6441389744,26.676308066,53.3204470404
10,25.9947038298,26.0271300394,52.0218338692
11,25.3448986215,25.378037149,50.7229357705
12,25.2402823191,25.2748007609,50.5150830799
13,25.556674945,25.593161888,51.1498368331
14,25.2624310137,25.3000160818,50.5624470955
15,24.9688523307,25.007501277,49.9763536076
16,24.6658203193,24.7124046933,49.3782250127
17,41.3448857648,47.658179896,89.0030656608
18,40.9244574337,44.9923597924,85.9168172262
19,41.2226793206,45.2954683148,86.5181476353
20,41.2107209169,45.2959213963,86.5066423132
21,41.1872232867,45.2950152242,86.4822385109
22,41.1637390545,45.2941090701,86.4578481246
23,38.7123909872,43.5185118482,82.2309028354
24,38.6845133265,43.5111127393,82.1956260658
25,38.6566557411,43.5037148884,82.1603706296
26,38.6237919969,43.4950130142,82.1188050111
27,38.5909561916,43.4863128806,82.0772690722
28,37.6929194271,43.4519184976,81.1448379247
29,37.6620050503,43.4436614771,81.1056665274
30,37.6311160283,43.4354060256,81.066522054
31,37.5904662931,43.4188982603,81.0093645533
32,17.168731517,19.1806508445,36.3493823615
33,19.8554532263,21.8945951698,41.7500483961
34,19.8421419527,21.8891200427,41.7312619955
35,19.8288396032,21.8836462848,41.712485888
36,19.8086018418,21.8744526711,41.6830545128
37,19.7883847354,21.8652629197,41.6536476552
38,21.1450269983,24.051871407,45.1968984053
39,21.1293657398,24.0424883622,45.171854102
40,21.113716081,24.0331089779,45.1468250589
41,21.0862437997,24.0129151082,45.099158908
42,21.0588072643,23.9927382065,45.0515454708
43,20.631569804,24.1417964579,44.7733662619
44,20.6074062205,24.1222351475,44.729641368
45,20.5832709372,24.102689687,44.6859606242
46,20.538147548,24.071345847,44.609493395
47,31.1688216744,36.3867481122,67.5555697865
48,27.6951089011,31.7375673622,59.4326762633
49,27.6415888352,31.702320334,59.3439091692
50,27.5881721955,31.6671124503,59.2552846458
51,27.4895561923,31.6021610951,59.0917172874
52,27.3912926994,31.5373429594,58.9286356588
53,24.7392665076,27.4480642938,52.1873308015
54,24.6594760109,27.3964263028,52.0559023137
55,24.5799428592,27.3448854581,51.9248283173
56,24.4369002317,27.2461022612,51.6830024929
57,24.2946900387,27.1476759179,51.4423659566
58,23.2544448543,27.4644763834,50.7189212377
59,23.132091064,27.3775895871,50.5096806511
60,23.010381041,27.2909776664,50.3013587074
61,22.8056003877,27.1333290058,49.9389293935
62,22.6026421778,26.9765910162,49.5792331939
63,26.6890572055,28.7006424119,55.3896996174
64,26.4786056664,28.5488556075,55.0274612739
65,26.2698136034,28.3978715458,54.6676851492
66,25.8376012586,28.1205402482,53.9581415069
67,25.412500023,27.8459173455,53.2584173685
68,21.26681468,26.6709325533,47.9377472333
69,20.9513866695,26.4353562063,47.3867428758
70,20.6406370666,26.2018606345,46.8424977012
71,20.1028169198,25.7781356493,45.8809525691
72,19.5790104155,25.3612629585,44.940273374
73,15.8789828794,21.6447062347,37.5236891141
74,15.5055893713,21.3316764368,36.8372658081
75,15.1409761933,21.0231737345,36.1641499278
76,14.4801525769,20.463864834,34.9440174109
77,3.24182975752,3.75137299699,6.99320275451
78,2.24396912546,2.75219271204,4.99616183749
79,2.15390902556,2.6860130486,4.83992207416
80,2.06746342352,2.62142475187,4.68888817539
81,1.81521085086,2.36799053098,4.18320138184
82,1.59373578057,2.13905783517,3.73279361574
83,0.969503241748,1.35085530316,2.3203585449
84,0.858628280289,1.22577459019,2.08440287048
85,0.760433273418,1.1122755653,1.87270883872
86,0.673468107907,1.00928583695,1.68275394485
87,0.59644850932,0.915832310298,1.51228081962
88,0.320520876902,0.55508267221,0.875603549111
89,0.287136730347,0.507442742878,0.794579473225
90,0.257229740264,0.463891506961,0.721121247225
91,0.230437740223,0.424078052649,0.654515792872
92,0.206436285574,0.387681585112,0.594117870685
93,0.105035741582,0.228366691505,0.333402433087
94,0.0960762118573,0.211371314385,0.307447526242
95,0.0878809283947,0.195640757636,0.283521686031
96,0.0803847011264,0.18108089151,0.261465592636
97,0.0735279006858,0.167604591529,0.241132492215
98,0.0123590056216,0.0441916820353,0.0565506876569
99,0.0123590056216,0.0441916820353,0.0565506876569
