year,total
2017,3126.14374373
2018,3157.46132275
2019,3189.01661762
2020,3220.82387183
2021,3251.8798842
2022,3282.67383684
2023,3313.90904145
2024,3345.61697072
2025,3377.83212013
2026,3410.58649009
2027,3443.56658933
2028,3477.0127411
2029,3510.98644765
2030,3545.54677211
2031,3580.7340399
2032,3616.48538376
2033,3650.71196202
2034,3683.64813123
2035,3715.4953149
2036,3746.42721781
