year,total
2017,4362.78238202
2018,4411.59933569
2019,4460.56119004
2020,4509.68078505
2021,4557.52861865
2022,4604.92060684
2023,4652.89875025
2024,4701.48806308
2025,4750.72037544
2026,4800.62545112
2027,4850.89154586
2028,4901.91671743
2029,4953.75506667
2030,5006.46135474
2031,5060.06691143
2032,5114.64246065
2033,5168.00056764
2034,5220.27459864
2035,5271.57832538
2036,5322.00910484
