age,men,women,total
0,0,0,0
1,0,1,1
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,1,0,1
9,1,0,1
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,1,1
19,0,1,1
20,0,0,0
21,0,0,0
22,0,0,0
23,1,0,1
24,0,1,1
25,0,0,0
26,2,1,3
27,0,0,0
28,0,0,0
29,0,2,2
30,0,0,0
31,0,1,1
32,0,0,0
33,1,1,2
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,1,1
39,0,1,1
40,0,0,0
41,0,2,2
42,0,0,0
43,0,3,3
44,0,0,0
45,0,0,0
46,1,1,2
47,0,1,1
48,1,0,1
49,1,0,1
50,0,1,1
51,0,0,0
52,0,3,3
53,0,2,2
54,0,1,1
55,0,2,2
56,1,5,6
57,1,2,3
58,1,1,2
59,3,0,3
60,1,2,3
61,0,1,1
62,0,2,2
63,1,1,2
64,0,2,2
65,5,7,12
66,1,2,3
67,2,7,9
68,4,4,8
69,2,7,9
70,2,2,4
71,3,5,8
72,3,2,5
73,1,2,3
74,1,3,4
75,2,4,6
76,0,2,2
77,1,1,2
78,1,0,1
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
