age,men,women,total
0,0,0,0
1,0,1,1
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,0,1
8,0,0,0
9,0,1,1
10,0,0,0
11,0,1,1
12,0,0,0
13,0,1,1
14,0,0,0
15,0,0,0
16,0,1,1
17,0,0,0
18,0,0,0
19,0,0,0
20,1,0,1
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,1,1
34,0,1,1
35,0,0,0
36,0,1,1
37,1,1,2
38,0,0,0
39,0,1,1
40,0,2,2
41,0,1,1
42,0,0,0
43,0,1,1
44,0,1,1
45,0,1,1
46,1,0,1
47,0,0,0
48,0,0,0
49,0,1,1
50,0,0,0
51,0,1,1
52,0,0,0
53,0,0,0
54,0,1,1
55,1,0,1
56,0,0,0
57,0,1,1
58,0,0,0
59,0,0,0
60,0,0,0
61,0,1,1
62,0,2,2
63,1,2,3
64,1,1,2
65,0,1,1
66,3,4,7
67,1,4,5
68,1,0,1
69,4,6,10
70,1,1,2
71,2,3,5
72,0,1,1
73,0,1,1
74,0,1,1
75,2,0,2
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
