age,men,women,total
0,0,1,1
1,0,1,1
2,0,1,1
3,0,1,1
4,0,0,0
5,0,1,1
6,0,0,0
7,1,0,1
8,0,0,0
9,0,0,0
10,0,1,1
11,0,0,0
12,0,0,0
13,0,0,0
14,1,0,1
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,1,1
20,1,0,1
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,1,1
26,0,1,1
27,0,0,0
28,0,1,1
29,0,0,0
30,0,1,1
31,0,0,0
32,0,0,0
33,1,0,1
34,0,1,1
35,0,0,0
36,0,1,1
37,1,0,1
38,0,1,1
39,1,1,2
40,0,0,0
41,0,1,1
42,0,3,3
43,0,3,3
44,0,5,5
45,0,2,2
46,1,3,4
47,1,0,1
48,0,4,4
49,1,4,5
50,0,1,1
51,0,4,4
52,3,6,9
53,0,3,3
54,1,5,6
55,1,4,5
56,1,0,1
57,0,1,1
58,0,1,1
59,2,1,3
60,0,2,2
61,1,5,6
62,4,6,10
63,0,5,5
64,2,1,3
65,2,2,4
66,1,0,1
67,0,1,1
68,2,1,3
69,0,1,1
70,4,1,5
71,1,3,4
72,0,0,0
73,1,0,1
74,1,2,3
75,0,0,0
76,0,0,0
77,1,0,1
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
