unidad,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
26,2122.70540667,2966.41176769,3655.40062482,3859.86339796,3822.23630451,3781.83494811,3742.74145821,3704.92107429,3668.36116941,3649.14200595,3629.72850114,3609.47136161,3588.6877611,3567.62475842,3564.81655882,3528.10244433,3496.47473993,3468.98402451,3444.91135767,3433.96705395
27,2194.93157269,3097.96910875,3854.24480455,4107.63811599,4093.59678218,4073.23633979,4054.06206337,4035.9281252,4018.66788935,4005.72936004,3993.51541915,3981.62023693,3970.03087205,3958.73566192,3952.73193256,3969.32658017,3983.44995122,3995.50432395,4005.84145677,4025.34026129
28,2242.07569329,3133.25017416,3860.80124735,4076.33811627,4041.09079814,4000.57054561,3960.48058944,3920.94400733,3882.14583737,3868.6831835,3853.84662611,3836.68945721,3817.78905054,3797.60013146,3804.87014393,3766.29005931,3732.86349598,3703.61978943,3677.82549807,3670.72079821
30,2664.44300256,3724.80047729,4591.32121706,4849.39179238,4803.73034436,4754.84477282,4707.62294713,4662.04504273,4618.0364558,4590.72247761,4561.84921509,4532.76288118,4503.75586978,4475.04973832,4461.33726791,4407.24685682,4361.43073263,4322.35220641,4288.83286192,4261.89653407
31,3035.31695529,4291.58113174,5349.44705816,5712.8119907,5672.1442021,5632.88278103,5598.80306294,5568.98248586,5543.0055397,5503.17511424,5480.48792289,5460.92543505,5443.81339582,5428.62339218,5412.3855105,5545.03310863,5657.92486947,5754.4593976,5837.32740157,5940.39926298
40,3794.64146606,5503.48106268,7018.86081472,7652.2283102,7791.95385678,7950.63873444,8099.42120133,8239.54659617,8371.78536279,8476.52530427,8570.7010641,8661.63620991,8749.54531174,8834.60450876,8877.71940843,8883.35690646,8889.93789169,8897.48763201,8905.8759785,8867.62244364
41,4138.91725706,6006.69053434,7665.00690403,8360.91764791,8518.7341159,8697.14547218,8864.28487891,9021.57731433,9169.91666579,9288.53534396,9395.30257701,9498.18378782,9597.46204842,9693.36870193,9743.37769893,9753.25735635,9763.62095255,9774.59596523,9786.1168451,9746.55738352
42,2831.693343,4106.26797565,5236.25595457,5708.14299646,5811.13815395,5928.52156807,6038.65712422,6142.45052001,6240.45655736,6317.63710112,6386.96246547,6454.00178936,6518.89269217,6581.7488867,6613.23439526,6615.94468623,6619.58795808,6624.14321227,6629.48157468,6599.92277179
43,2623.51645851,3788.63095288,4813.68087491,5230.6982324,5301.50209141,5386.62510593,5467.42176725,5544.37048961,5617.68919919,5668.99446069,5714.44483564,5759.70226939,5804.59999114,5849.00961395,5864.3945916,5846.51940535,5832.58387448,5822.01645948,5814.26944148,5774.32368796
44,1712.96044481,2473.142338,3141.64666722,3413.19760491,3458.76409758,3513.70393101,3565.86618025,3615.55753407,3662.91587538,3695.91394316,3725.1209658,3754.23457171,3783.14242323,3811.75786049,3821.45292903,3809.57112202,3800.2945664,3793.24358513,3788.05562668,3761.9075004
45,2438.30525326,3480.56308456,4376.80331395,4712.17258186,4716.95275745,4737.18900832,4759.14036001,4782.39545288,4806.45517566,4805.19601689,4801.68728757,4802.45436342,4806.67384255,4813.69544517,4795.69642067,4745.02840603,4702.9637964,4668.06896794,4639.14458961,4585.23304052
46,1804.82821127,2590.57183089,3273.81039444,3540.41731824,3565.00963245,3600.39305162,3635.09456992,3669.09998675,3702.27789748,3717.97572518,3730.99333817,3745.70130165,3761.70971603,3778.71155493,3776.02790926,3746.10047648,3721.52016377,3701.41786901,3685.04884893,3647.25714983
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1205.56842275,1730.46288373,2186.90547801,2365.04864247,2381.52668831,2405.24342517,2428.49997297,2451.28750205,2473.51864791,2484.07038408,2492.81440586,2502.68597788,2513.42486876,2524.82616695,2523.0764641,2503.11583821,2486.72602036,2473.32676383,2462.42064992,2437.20334449
49,1355.25991236,1941.51263201,2449.32025863,2644.66543616,2657.553527,2678.70394187,2699.86055437,2720.93530122,2741.76609348,2749.13571727,2754.76927119,2762.06223325,2770.66340202,2780.29587566,2775.46253268,2750.90650419,2730.63961677,2713.95777533,2700.26354223,2671.25860703
50,1571.54168099,2251.2710287,2840.00383503,3066.41707647,3081.26373235,3105.72884164,3130.20724475,3154.59616077,3178.70702759,3187.20463207,3193.67905506,3202.08408426,3212.01179271,3223.14053434,3217.49516993,3189.01662581,3165.51521597,3146.17385561,3130.29914463,3096.68131072
51,334.066020667,464.461626017,570.025158107,600.056224936,583.15065615,567.342909902,553.537449941,541.421981491,530.715202027,515.794362567,501.20510885,488.518281359,477.432171274,467.707376362,455.222246049,442.69478548,431.885189405,422.50423655,414.335353954,406.682682479
52,1933.39666898,2793.15013506,3550.1082461,3858.84640645,3912.92494411,3977.36279091,4038.4204412,4096.48042069,4151.72839888,4191.03775784,4225.96031736,4260.57632852,4294.78898215,4328.52431958,4340.89233789,4329.52178744,4320.77647958,4314.28446972,4309.6809038,4281.38038102
53,622.063093159,887.939851274,1116.55383951,1202.07964103,1203.27177695,1208.4176646,1214.00236407,1219.92080139,1226.04554066,1225.7111585,1224.80020872,1224.98133779,1226.04435933,1227.82327552,1223.21930692,1210.27667533,1199.53022001,1190.61397107,1183.22177287,1169.45570502
54,1883.24831089,2688.43300654,3380.91623668,3640.18968892,3644.11219893,3659.98648548,3677.16723333,3695.33905912,3714.11820307,3713.34536294,3710.80908533,3711.56291125,3714.97236069,3720.53639524,3706.77562852,3667.67515751,3635.21567408,3608.29086722,3585.97502812,3544.34212327
55,2408.27562312,3470.74639967,4401.89581122,4775.63858948,4829.83342996,4897.55596894,4962.33763183,5024.46366815,5084.00819289,5122.25405452,5155.76421243,5189.91918024,5224.44199291,5259.11628638,5267.19814508,5242.31251927,5222.32678962,5206.48505266,5194.10530507,5152.30580951
