year,total
2017,10981.5828246
2018,11075.806933
2019,11168.4943283
2020,11259.7328685
2021,11345.9163149
2022,11427.6499442
2023,11506.096431
2024,11581.5171967
2025,11654.1518167
2026,11724.2156013
2027,11789.2536105
2028,11850.4064495
2029,11908.0554715
2030,11962.5421204
2031,12014.1386046
2032,12061.387865
2033,12104.7929727
2034,12144.7092856
2035,12181.4515651
2036,12215.2864866
