unidad,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
46,219.570843041,260.880919745,269.051230925,275.936881728,292.993263887,306.762178502,318.055589208,327.351357307,335.017017231,350.915122867,364.07682952,374.830643312,383.633639567,390.840994804,405.196015554,468.393294749,520.030738296,562.386016748,597.209427414,647.960581782
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1404.36509346,1637.68111064,1666.59053454,1693.52113087,1719.33813424,1723.69249308,1728.34153156,1733.20208569,1737.87461214,1739.33117923,1722.39304232,1707.79333465,1695.1202965,1684.05381807,1668.12203607,1663.84873972,1658.65599179,1652.83372024,1646.78543867,1644.82921988
50,283.957873026,331.679182322,338.074080934,344.061249679,347.861634631,353.446204467,358.828303243,364.020215343,369.030153305,371.43137039,374.304472944,377.311911596,380.406129215,383.550755893,383.52472201,375.175900183,368.329718226,362.693956767,358.032332332,351.023151875
51,619.341255523,709.104092316,710.105219321,711.39486271,709.427824564,705.002782978,701.554506923,698.889614504,696.746950164,692.204158975,682.352084555,673.919055202,666.648031823,660.339919733,652.227077627,656.097762877,659.034284629,661.223420378,662.846568845,668.447663877
52,1065.05219718,1233.3025484,1247.21034628,1260.15704239,1268.27563428,1272.8914141,1277.70742855,1282.6250299,1287.58218439,1288.8301288,1292.25452753,1296.103562,1300.24288568,1304.57191641,1306.61746823,1302.48616393,1299.09305903,1296.26327643,1293.89768984,1285.64555216
53,949.025339743,1071.28061815,1058.17445409,1046.1151547,1030.41289465,1029.46136858,1028.61668758,1027.88682349,1027.27030123,1026.36465293,1026.014483,1025.64087281,1025.27135789,1024.92583074,1026.1822152,1057.25260413,1082.37672459,1102.78195073,1119.29916967,1148.23383919
54,343.930889512,386.75469256,380.637429453,374.975614179,370.557456676,369.99940785,369.274882282,368.413119573,367.436252647,369.107986912,370.463076435,371.378875233,371.93396327,372.190933137,376.692374313,417.031607914,450.55192196,478.541391248,501.962397829,535.676538281
55,1333.53417822,1564.22108226,1600.01927262,1633.21245669,1664.87339522,1701.06964944,1735.18923651,1767.4794277,1798.08621603,1817.12991647,1835.14116202,1853.32179646,1871.5276664,1889.65102417,1893.01103749,1861.34736914,1836.35164185,1816.72454674,1801.43644043,1768.2571225
