year,total
2017,2398.26449114
2018,2422.11335866
2019,2445.57378019
2020,2468.66385277
2021,2490.53997162
2022,2511.42752786
2023,2531.3906486
2024,2550.48336314
2025,2568.75435802
2026,2586.24753583
2027,2602.4684978
2028,2617.52809731
2029,2631.50556381
2030,2644.47157372
2031,2656.48298985
2032,2667.26222584
2033,2676.96012359
2034,2685.66631832
2035,2693.46110688
2036,2700.4130434
