year,total
2017,5955.75011827
2018,6015.32652933
2019,6075.36551721
2020,6135.89421819
2021,6195.00241473
2022,6253.62049333
2023,6313.0936371
2024,6373.48182702
2025,6434.85082215
2026,6497.26161755
2027,6560.11665658
2028,6623.87634942
2029,6688.65788006
2030,6754.57377846
2031,6821.70081956
2032,6889.91901276
2033,6955.24241499
2034,7018.11706867
2035,7078.92627916
2036,7138.00059962
