unidad,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036
11,1776.49402411,2351.91283421,2781.90061831,3145.36110826,3317.20818167,3280.42226586,3244.85229034,3210.41204222,3177.05441342,3162.005706,3146.53267309,3130.05667391,3112.85829466,3095.16113727,3099.86756431,3082.86692999,3067.28027722,3052.81262232,3039.27141275,3043.19239024
12,1872.1870131,2479.6951055,2934.43340857,3319.50260048,3498.80009228,3456.63472689,3416.27859901,3377.56330087,3340.4765618,3317.40601145,3295.97953307,3274.33209809,3252.62176847,3230.9718559,3228.40706042,3199.4440535,3174.83367484,3153.74484179,3135.55848172,3125.74589633
13,963.245689101,1266.73100913,1488.8985128,1673.40969489,1752.97010613,1721.93437234,1692.20536443,1663.62844967,1636.20474527,1624.9644502,1615.86909988,1605.64353619,1594.52499906,1582.70634435,1592.75648294,1587.6525029,1582.05093001,1576.0190151,1569.63470549,1585.41829942
14,2104.37268725,2778.06069259,3276.7672043,3694.69184346,3888.80802308,3838.21022912,3788.91729447,3740.89344412,3694.21579519,3676.24141771,3659.22532687,3640.04254384,3619.23458391,3597.23231581,3609.14983875,3567.99045847,3531.25238165,3498.10654859,3467.93985036,3464.51559547
15,1046.21244691,1386.10600853,1640.91679833,1857.09027496,1952.38002412,1924.94264375,1899.44284274,1875.6225579,1853.29973044,1833.12734371,1814.73444502,1797.47292007,1781.20913532,1765.83535418,1755.21060054,1737.82533943,1722.96788561,1710.16387538,1699.05377736,1689.80046816
16,712.940643487,944.156234713,1117.16942419,1263.60979584,1334.40758756,1319.8507785,1305.38088561,1290.99821947,1276.77771133,1273.05937773,1266.20004027,1258.39342833,1249.80896077,1240.58386883,1246.56088194,1244.2907763,1241.81213321,1239.13748954,1236.3121829,1244.90613578
17,2587.45421932,3452.88171711,4115.76679353,4688.52319757,4960.49133753,4918.61318742,4879.10171149,4841.61518336,4806.01633213,4780.93440477,4757.53322151,4734.27151916,4711.14714512,4688.16106741,4682.35030084,4738.66306024,4784.49339418,4821.65726144,4851.63706666,4914.03618621
18,4759.48481618,6337.23455971,7536.44538672,8564.92390355,9072.64207573,9007.66809158,8943.49043231,8880.24113109,8818.1930365,8794.59889636,8770.24001591,8742.44992891,8712.06538656,8679.74748605,8690.11231759,8677.0615531,8663.2799493,8648.80660473,8633.75468689,8658.15123846
19,3895.97685313,5175.92103396,6145.47452324,6976.70390478,7331.58429158,7230.19825989,7138.70796759,7055.51402976,6979.71091381,6901.67602359,6843.60752264,6790.39053673,6741.13297451,6695.13711697,6666.47468694,6920.24149228,7133.27190752,7312.57918677,7463.85951567,7683.94079224
20,2759.02032746,3702.48593866,4437.56135724,5082.38470355,5369.79542284,5322.06897771,5281.46224469,5246.73732072,5216.8401673,5155.36358521,5105.47850264,5063.29249056,5027.4233338,4996.77312249,4938.66729965,4872.17445285,4816.16120802,4768.77452371,4728.55598167,4663.4519565
21,3389.05615863,4524.03268787,5395.50040663,6150.93544247,6483.61592789,6417.14401471,6358.58740235,6306.64860718,6260.36852391,6197.80953323,6148.06301698,6104.62580229,6066.40348771,6032.53061089,5993.1210874,6014.36547577,6032.42317412,6047.8131955,6060.95472944,6081.99345455
22,3051.46735259,4126.18112492,4978.33397644,5734.99188722,6149.28239659,6170.31517405,6188.24433759,6203.56312454,6216.71923254,6236.38732104,6253.80395171,6268.30249721,6280.34668709,6290.3027359,6302.94035974,6362.13146216,6412.18407254,6454.7007316,6490.97362852,6533.43940614
23,1529.65011974,2052.05590018,2458.05913856,2813.04580706,2989.61037277,2974.86025401,2960.81044029,2947.35972198,2934.51727893,2923.03020026,2910.50257073,2898.28504252,2886.32720534,2874.58807605,2867.13697782,2874.459648,2880.74933441,2886.16193384,2890.84463375,2898.93751288
24,1260.00542745,1688.71260901,2020.71608941,2309.95810499,2458.0297806,2449.56056923,2440.98087117,2432.34871225,2423.74062549,2419.55507615,2414.77057475,2409.51024033,2403.89372967,2398.01406109,2396.34148605,2396.61271971,2396.52948194,2396.13636472,2395.48789951,2398.03503523
25,7024.71617264,9546.35390403,11570.006716,13383.3404867,14412.5110538,14538.3077063,14652.0405264,14755.5387062,14850.3533871,14942.477983,15035.0544169,15119.3470499,15196.6064461,15267.8179604,15316.702672,15414.186571,15498.457207,15571.880002,15636.2965191,15669.1787265
26,2040.07384454,2703.56426243,3200.81957591,3622.21751521,3822.23630451,3781.83494811,3742.74145821,3704.92107429,3668.36116941,3649.14200595,3629.72850114,3609.47136161,3588.6877611,3567.62475842,3564.81655882,3528.10244433,3496.47473993,3468.98402451,3444.91135767,3433.96705395
27,2109.48842828,2823.4645843,3374.9357422,3854.73712301,4093.59678218,4073.23633979,4054.06206337,4035.9281252,4018.66788935,4005.72936004,3993.51541915,3981.62023693,3970.03087205,3958.73566192,3952.73193256,3969.32658017,3983.44995122,3995.50432395,4005.84145677,4025.34026129
28,2154.79734728,2855.61946874,3380.67683397,3825.36421637,4041.09079814,4000.57054561,3960.48058944,3920.94400733,3882.14583737,3868.6831835,3853.84662611,3836.68945721,3817.78905054,3797.60013146,3804.87014393,3766.29005931,3732.86349598,3703.61978943,3677.82549807,3670.72079821
30,2560.72296359,3394.75374416,4020.35025411,4550.82216063,4803.73034436,4754.84477282,4707.62294713,4662.04504273,4618.0364558,4590.72247761,4561.84921509,4532.76288118,4503.75586978,4475.04973832,4461.33726791,4407.24685682,4361.43073263,4322.35220641,4288.83286192,4261.89653407
31,2917.15972971,3911.31315736,4684.196514,5361.08289862,5672.1442021,5632.88278103,5598.80306294,5568.98248586,5543.0055397,5503.17511424,5480.48792289,5460.92543505,5443.81339582,5428.62339218,5412.3855105,5545.03310863,5657.92486947,5754.4593976,5837.32740157,5940.39926298
40,3646.9256544,5015.8291853,6146.00406418,7181.09232318,7791.95385678,7950.63873444,8099.42120133,8239.54659617,8371.78536279,8476.52530427,8570.7010641,8661.63620991,8749.54531174,8834.60450876,8877.71940843,8883.35690646,8889.93789169,8897.48763201,8905.8759785,8867.62244364
41,3977.79965808,5474.45032446,6711.79623413,7846.14874285,8518.7341159,8697.14547218,8864.28487891,9021.57731433,9169.91666579,9288.53534396,9395.30257701,9498.18378782,9597.46204842,9693.36870193,9743.37769893,9753.25735635,9763.62095255,9774.59596523,9786.1168451,9746.55738352
42,2721.46267055,3742.42021012,4585.08171446,5356.70136721,5811.13815395,5928.52156807,6038.65712422,6142.45052001,6240.45655736,6317.63710112,6386.96246547,6454.00178936,6518.89269217,6581.7488867,6613.23439526,6615.94468623,6619.58795808,6624.14321227,6629.48157468,6599.92277179
43,2521.38958657,3452.92833561,4215.05754307,4908.65214665,5301.50209141,5386.62510593,5467.42176725,5544.37048961,5617.68919919,5668.99446069,5714.44483564,5759.70226939,5804.59999114,5849.00961395,5864.3945916,5846.51940535,5832.58387448,5822.01645948,5814.26944148,5774.32368796
44,1646.27921953,2254.00239904,2750.95541778,3203.05225151,3458.76409758,3513.70393101,3565.86618025,3615.55753407,3662.91587538,3695.91394316,3725.1209658,3754.23457171,3783.14242323,3811.75786049,3821.45292903,3809.57112202,3800.2945664,3793.24358513,3788.05562668,3761.9075004
45,2343.38818592,3172.15771291,3832.50952907,4422.05132692,4716.95275745,4737.18900832,4759.14036001,4782.39545288,4806.45517566,4805.19601689,4801.68728757,4802.45436342,4806.67384255,4813.69544517,4795.69642067,4745.02840603,4702.9637964,4668.06896794,4639.14458961,4585.23304052
46,1734.57080579,2361.02671165,2866.68342922,3322.43924178,3565.00963245,3600.39305162,3635.09456992,3669.09998675,3702.27789748,3717.97572518,3730.99333817,3745.70130165,3761.70971603,3778.71155493,3776.02790926,3746.10047648,3721.52016377,3701.41786901,3685.04884893,3647.25714983
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1158.63868784,1577.13020858,1914.94464852,2219.43621673,2381.52668831,2405.24342517,2428.49997297,2451.28750205,2473.51864791,2484.07038408,2492.81440586,2502.68597788,2513.42486876,2524.82616695,2523.0764641,2503.11583821,2486.72602036,2473.32676383,2462.42064992,2437.20334449
49,1302.5030657,1769.47928273,2144.72585529,2481.83743233,2657.553527,2678.70394187,2699.86055437,2720.93530122,2741.76609348,2749.13571727,2754.76927119,2762.06223325,2770.66340202,2780.29587566,2775.46253268,2750.90650419,2730.63961677,2713.95777533,2700.26354223,2671.25860703
50,1510.36553114,2051.79063963,2486.82451086,2877.62246954,3081.26373235,3105.72884164,3130.20724475,3154.59616077,3178.70702759,3187.20463207,3193.67905506,3202.08408426,3212.01179271,3223.14053434,3217.49516993,3189.01662581,3165.51521597,3146.17385561,3130.29914463,3096.68131072
51,321.061673924,423.306658586,499.137542528,563.111681419,583.15065615,567.342909902,553.537449941,541.421981491,530.715202027,515.794362567,501.20510885,488.518281359,477.432171274,467.707376362,455.222246049,442.69478548,431.885189405,422.50423655,414.335353954,406.682682479
52,1858.13441805,2545.65497852,3108.62122569,3621.26313831,3912.92494411,3977.36279091,4038.4204412,4096.48042069,4151.72839888,4191.03775784,4225.96031736,4260.57632852,4294.78898215,4328.52431958,4340.89233789,4329.52178744,4320.77647958,4314.28446972,4309.6809038,4281.38038102
53,597.847747512,809.261369321,977.700600802,1128.06943705,1203.27177695,1208.4176646,1214.00236407,1219.92080139,1226.04554066,1225.7111585,1224.80020872,1224.98133779,1226.04435933,1227.82327552,1223.21930692,1210.27667533,1199.53022001,1190.61397107,1183.22177287,1169.45570502
54,1809.93820892,2450.21661443,2960.46972291,3416.06878028,3644.11219893,3659.98648548,3677.16723333,3695.33905912,3714.11820307,3713.34536294,3710.80908533,3711.56291125,3714.97236069,3720.53639524,3706.77562852,3667.67515751,3635.21567408,3608.29086722,3585.97502812,3544.34212327
55,2314.52753347,3163.21086381,3854.48155477,4481.60982958,4829.83342996,4897.55596894,4962.33763183,5024.46366815,5084.00819289,5122.25405452,5155.76421243,5189.91918024,5224.44199291,5259.11628638,5267.19814508,5242.31251927,5222.32678962,5206.48505266,5194.10530507,5152.30580951
