year,total
2017,4817.54077247
2018,4853.05286237
2019,4888.03152225
2020,4922.51793474
2021,4955.01365536
2022,4985.61648891
2023,5015.08713081
2024,5043.5488703
2025,5071.11528602
2026,5097.88806077
2027,5122.69835424
2028,5146.24722331
2029,5168.711875
2030,5190.25069358
2031,5210.98926996
2032,5230.20136548
2033,5248.20178834
2034,5265.1117049
2035,5281.03740379
2036,5296.06790317
