year,total
2017,2855.06249271
2018,2873.74073513
2019,2892.29180518
2020,2910.7412151
2021,2928.20657149
2022,2944.66788874
2023,2960.68729066
2024,2976.34419592
2025,2991.71163042
2026,3006.85467639
2027,3021.01345911
2028,3034.69838665
2029,3048.02125416
2030,3061.08130968
2031,3073.95640409
2032,3086.1613835
2033,3098.01514521
2034,3109.5563245
2035,3120.81807724
2036,3131.8270178
