year,total
2017,1810.86152191
2018,1831.11034247
2019,1851.41897611
2020,1871.7927737
2021,1891.63839701
2022,1911.29390057
2023,1931.19146876
2024,1951.3415625
2025,1971.75745797
2026,1992.45156614
2027,2013.29382031
2028,2034.44959253
2029,2055.94143969
2030,2077.79217642
2031,2100.01488469
2032,2122.63825981
2033,2144.75609987
2034,2166.42382407
2035,2187.68871122
2036,2208.59121722
