2017,2983.27044999
2018,3015.2888833
2019,3047.45064096
2020,3079.76610218
2021,3111.25927985
2022,3142.43722309
2023,3174.02870044
2024,3206.0566928
2025,3238.54800518
2026,3271.5274176
2027,3304.73010639
2028,3338.45668613
2029,3372.75192386
2030,3407.65980171
2031,3443.20729937
2032,3479.39318445
2033,3514.77409441
2034,3549.44813559
2035,3583.49876483
2036,3616.99724095
