age,men,women,total
0,27.1084970055,27.1084970055,54.2169940109
1,26.6973166762,26.7209959605,53.4183126367
2,26.4991745296,26.5237393177,53.0229138473
3,25.6619205169,25.686736926,51.3486574429
4,24.9298046801,24.9549115713,49.8847162515
5,24.191151055,24.2164829762,48.4076340312
6,23.4562212518,23.4817229775,46.9379442293
7,22.7212752488,22.7468879312,45.4681631801
8,22.1690809304,22.1949590625,44.3640399929
9,21.5931162374,21.6191869217,43.2123031591
10,21.0174117064,21.0436291621,42.0610408685
11,20.4413541701,20.4680812992,40.9094354693
12,19.8655917229,19.8927597737,39.7583514965
13,19.677558158,19.70565156,39.3832097179
14,19.8265840998,19.856081796,39.6826658959
15,19.4959876719,19.5261652456,39.0221529175
16,19.1579868103,19.194168977,38.3521557873
17,18.8207150554,18.8626752854,37.6833903408
18,33.0118419194,38.0656401619,71.0774820813
19,32.6761507367,35.936390807,68.6125415437
20,32.9142661312,36.1784902738,69.092756405
21,32.895498994,36.1777665013,69.0732654954
22,32.8767425575,36.1770427433,69.0537853009
23,32.8579968157,36.1763189998,69.0343158155
24,30.9012652641,34.7581528667,65.6594181308
25,30.8790125702,34.7522432124,65.6312557826
26,30.8527609467,34.7452918601,65.5980528068
27,30.8265316409,34.7383418983,65.5648735392
28,30.8003246338,34.7313933266,65.5317179604
29,30.0835809558,34.7039234225,64.7875043782
30,30.0589074847,34.6973287537,64.7562362384
31,30.0264373706,34.6841419227,64.7105792932
32,29.9940023312,34.6709601033,64.6649624345
33,13.7024291002,15.3197985756,29.0222276758
34,15.8467117862,17.4874560105,33.3341677967
35,15.8360880088,17.4830829657,33.3191709746
36,15.8199253398,17.4757380878,33.2956634276
37,15.8037791668,17.4683962955,33.2721754623
38,15.7876494729,17.4610575876,33.2487070605
39,16.8700113126,19.2072289855,36.0772402981
40,16.8575163838,19.1997359183,36.057252302
41,16.8355820909,19.1836033003,36.0191853912
42,16.8136763381,19.1674842378,35.9811605759
43,16.7917990881,19.1513787194,35.9431778075
44,16.4511299559,19.2703593459,35.7214893018
45,16.431862481,19.2547452022,35.6866076832
46,16.3958399592,19.2297057704,35.6255457296
47,16.3598964073,19.2046989006,35.5645953079
48,22.5413042389,26.0604603094,48.6017645482
49,20.0291137788,22.7306823905,42.7597961693
50,19.9904080459,22.705438206,42.6958462519
51,19.9189508239,22.6588678411,42.5778186651
52,19.8477490312,22.6123929951,42.4601420263
53,19.7768017546,22.5660134721,42.3428152268
54,17.8620109188,19.6399991412,37.50201006
55,17.80440134,19.6030504482,37.4074517882
56,17.7007888799,19.5322345732,37.2330234531
57,17.5977793911,19.4616745199,37.059453911
58,17.4953693645,19.3913693643,36.8867387288
59,16.7462561343,19.6176574216,36.3639135559
60,16.6581453269,19.5555948728,36.2137401997
61,16.5098963311,19.4426303108,35.9525266419
62,16.3629666757,19.3303182982,35.693284974
63,16.2173446194,19.2186550656,35.4359996849
64,19.1493381554,20.4469032556,39.596241411
65,18.9983396523,20.3387673449,39.3371069972
66,18.6857635126,20.1401406017,38.8259041143
67,18.3783301298,19.9434536311,38.3217837609
68,18.0759548912,19.7486874894,37.8246423805
69,15.1271217899,18.9153729615,34.0424947514
70,14.9027573045,18.748299146,33.6510564506
71,14.5144454954,18.4451098844,32.9595553798
72,14.1362516837,18.1468236664,32.2830753501
73,13.7679122312,17.8533612021,31.6212734333
74,11.1660619186,15.2370471122,26.4031090308
75,10.903492517,15.0166860813,25.9201785984
76,10.4276126752,14.6171761744,25.0447888496
77,9.9725024742,14.2282949885,24.2007974627
78,9.537255429,13.8497597527,23.3870151817
79,6.60161338658,10.1608685368,16.7624819234
80,6.33666234322,9.91653867682,16.25320102
81,5.5635220013,8.95782710147,14.5213491028
82,4.88471302121,8.09180188723,12.9765149084
83,1.80761467026,2.35879742893,4.16641209919
84,1.09961030179,1.4896249945,2.58923529629
85,0.973855951957,1.35169508007,2.32555103203
86,0.862483203017,1.22653660904,2.08901981206
87,0.763847336961,1.112967026,1.87681436296
88,0.67649173009,1.00991327272,1.68640500282
89,0.363534687667,0.612104805455,0.975639493122
90,0.325670398115,0.55957095575,0.885241353865
91,0.291749898445,0.511545819815,0.80329571826
92,0.261362419598,0.467642437623,0.729004857221
93,0.234139976543,0.427507059964,0.661647036507
94,0.119131508309,0.251826180629,0.370957688938
95,0.108969612237,0.233084914641,0.342054526877
96,0.0996745240581,0.21573840058,0.315412924638
97,0.0911723052167,0.199682839005,0.290855144222
98,0.0833953241019,0.184822155379,0.268217479481
99,0.0140175806704,0.0487313733416,0.0627489540121
