age,men,women,total
0,27.456438604,27.456438604,54.912877208
1,26.3897918919,26.4131984159,52.8029903077
2,25.7424581472,25.7663214577,51.5087796049
3,25.0677852671,25.0920271166,50.1598123837
4,24.3936159601,24.4181828538,48.8117988138
5,23.7199502726,23.7447887728,47.4647390454
6,23.0502463759,23.0753067237,46.1255530996
7,22.8314120633,22.8571488981,45.6885609614
8,23.0036486968,23.0305010261,46.0341497228
9,22.6193532721,22.6466629948,45.2660162669
10,22.2355630109,22.263300008,44.4988630188
11,21.8516227526,21.8801938119,43.7318165645
12,38.4032691131,44.2293151792,82.6325842923
13,38.0283482677,41.7607225809,79.7890708485
14,38.3211806543,42.0475268667,80.368707521
15,38.325780668,42.0534151692,80.3791958372
16,38.3146626339,42.0538358211,80.368498455
17,38.303547825,42.0542564772,80.3578043022
18,36.0326227319,40.4068788852,76.4395016171
19,36.0167656822,40.4012211866,76.4179868688
20,36.0009156108,40.3955642803,76.396479891
21,35.9749905443,40.3886961415,76.3636866858
22,35.949084147,40.3818291704,76.3309133174
23,35.11709476,40.3511010954,75.4681958555
24,35.0928591175,40.3446440153,75.4375031328
25,35.0686402009,40.3381879684,75.4068281693
26,35.0398781636,40.3305226395,75.3704008031
27,15.983824896,17.7928502877,33.7766751837
28,18.4899337626,20.3142903446,38.8042241072
29,18.4823482626,20.313071158,38.7954194206
30,18.4747658745,20.3118520445,38.7866179191
31,18.4623802262,20.3067727101,38.7691529363
32,18.4500028812,20.3016946459,38.7516975271
33,19.7218005018,22.3357394792,42.057539981
34,19.7141021481,22.3308241419,42.04492629
35,19.7064067994,22.3259098863,42.0323166857
36,19.6918110682,22.3172001686,42.0090112367
37,19.6772261474,22.3084938486,41.985719996
38,19.2888373517,22.457201214,41.7460385657
39,19.2770591472,22.4491139528,41.7261731
40,19.2652881347,22.4410296039,41.7063177386
41,19.2427247329,22.4228463695,41.6655711023
42,26.5532427715,30.4569737173,57.0102164888
43,23.6180718141,26.5784860509,50.196557865
44,23.5965518232,26.5619988162,50.1585506394
45,23.5750514405,26.5455218089,50.1205732494
46,23.5294932768,26.5160409496,50.0455342264
47,23.484023153,26.4865928312,49.9706159842
48,21.2452533938,23.0739428517,44.3191962455
49,21.2116310891,23.0522383693,44.2638694584
50,21.1780619943,23.0305543033,44.2086162976
51,21.109757298,22.9872269653,44.0969842634
52,21.041672902,22.943981139,43.985654041
53,20.1932702193,23.2520561905,43.4453264098
54,20.1394382284,23.2187678014,43.3582060298
55,20.085749745,23.185527069,43.271276814
56,19.9800681161,23.1121771846,43.0922453006
57,19.8749425334,23.0390593503,42.9140018837
58,23.5543498794,24.5758864566,48.130236336
59,23.4543941214,24.5101617085,47.9645558299
60,23.3548625379,24.4446127319,47.7994752697
61,23.1707021635,24.3153344531,47.4860366166
62,22.9879939512,24.186739878,47.1747338291
63,19.4054093185,23.2709022555,42.676311574
64,19.2841194166,23.1696463119,42.4537657285
65,19.1635876145,23.0688309514,42.232418566
66,18.8793545309,22.8650708874,41.7444254183
67,18.5993371738,22.6631105749,41.2624477487
68,15.2582917981,19.4862347333,34.7445265314
69,15.0712064721,19.3476763905,34.4188828626
70,14.886415041,19.2101032773,34.0965183184
71,14.5363617173,18.9322831636,33.4686448809
72,14.1945398803,18.6584809365,32.8530208168
73,10.0321571993,13.859539103,23.8916963023
74,9.83220996501,13.6949981591,23.5272081241
75,9.6362478055,13.5324106511,23.1686584566
76,9.24950387478,13.2070081535,22.4565120283
77,3.7541785745,4.17296759414,7.92714616864
78,2.49671576925,2.84720035522,5.34391612447
79,2.41738744459,2.79130005086,5.20868749545
80,2.34057962433,2.73649726113,5.07707688546
81,2.07290473222,2.48311480955,4.55601954177
82,1.83584185053,2.25319398085,4.08903583138
83,0.98654893187,1.36565277489,2.35220170677
84,0.883794021043,1.24844572639,2.13223974743
85,0.791741642404,1.14129796416,1.93303960656
86,0.709277063876,1.0433461507,1.75262321458
87,0.635401659326,0.953801044403,1.58920270373
88,0.323295317508,0.561843526309,0.885138843817
89,0.295718285505,0.520030324265,0.81574860977
90,0.270493569335,0.481328920762,0.751822490097
91,0.247420516884,0.445507731283,0.692928248167
92,0.226315591625,0.412352406166,0.638667997791
93,0.0380404668577,0.108723432058,0.146763898916
94,0.0380404668577,0.108723432058,0.146763898916
95,0.0380404668577,0.108723432058,0.146763898916
96,0.0380404668577,0.108723432058,0.146763898916
97,0.0380404668577,0.108723432058,0.146763898916
98,0.0380404668577,0.108723432058,0.146763898916
99,0.0380404668577,0.108723432058,0.146763898916
