year,total
2017,1520.81706182
2018,1537.78786803
2019,1554.808531
2020,1571.88355978
2021,1588.51532904
2022,1604.98672086
2023,1621.6625052
2024,1638.55150301
2025,1655.6649056
2026,1673.01317291
2027,1690.48661691
2028,1708.22549767
2029,1726.24881596
2030,1744.57578815
2031,1763.21744695
2032,1782.19739244
2033,1800.75388393
2034,1818.93352333
2035,1836.77605884
2036,1854.31549932
