year,zone_id,total
2019,40,37432.015497
2019,41,40195.356611
2019,1,42687.2436836
2019,3,16204.9916321
2019,2,30292.9283724
2019,5,69591.7644828
2019,4,57318.5959667
2019,7,18274.5864647
2019,6,22382.6244431
2019,9,23334.9733535
2019,8,23509.2978975
2019,11,34355.0114536
2019,10,46112.0375349
2019,13,29380.0838606
2019,12,30190.8852823
2019,15,17778.6309811
2019,14,38778.8121893
2019,17,61801.7282424
2019,16,22597.9853723
2019,19,174081.546721
2019,18,69912.2734158
2019,31,102874.376152
2019,30,25280.0015429
2019,51,13487.3746593
2019,50,25817.6625946
2019,53,11318.2290677
2019,52,23311.2732934
2019,55,32193.5894023
2019,48,18617.8622362
2020,54,34566.1936873
2020,42,28807.7568621
2020,49,22430.6486247
2020,24,13513.6910642
2020,25,60303.5867614
2020,26,25334.1122999
2020,27,35427.6431349
2020,20,48810.0001531
2020,21,94418.2900021
2020,22,45716.6745512
2020,23,22256.0596796
2020,46,28056.6675749
2020,47,0.0
2020,44,21322.6251025
2020,45,44713.3066385
2020,28,34403.3155427
2020,43,32719.3533692
2020,40,37701.9542531
2020,41,40486.6542573
2020,1,42818.8495307
2020,3,16264.9090572
2020,2,30476.7260956
2020,5,69730.0644985
2020,4,57537.0957869
2020,7,18268.197472
2020,6,22418.2339407
2020,9,23460.6148716
2020,8,23642.565782
2020,11,34403.3155427
2020,10,46223.7367784
2020,13,29469.2702221
2020,12,30260.1079997
2020,15,17811.5718581
2020,14,38815.7435504
2020,17,61958.1438869
2020,16,22582.894307
2020,19,175079.494436
2020,18,70026.4592589
2020,31,103477.821648
2020,30,25334.1122999
2020,51,13584.930084
2020,50,26004.1838773
2020,53,11400.0285113
2020,52,23479.4797764
2020,55,32426.4707203
2020,48,18752.7423959
2021,54,34781.6771402
2021,42,28987.2778901
2021,49,22569.91679
2021,24,13497.1014549
2021,25,60464.1260969
2021,26,25373.4611361
2021,27,35549.9384582
2021,20,48874.0762084
2021,21,94843.6116227
2021,22,45839.7618684
2021,23,22269.7676951
2021,46,28231.1332941
2021,47,0.0
2021,44,21455.3556188
2021,45,44991.3691948
2021,28,34432.437169
2021,43,32923.359975
2021,40,37935.7646056
2021,41,40739.1108429
2021,1,42918.7936165
2021,3,16314.4851031
2021,2,30638.55231
2021,5,69827.4920404
2021,4,57716.1215496
2021,7,18252.8066201
2021,6,22437.9432528
2021,9,23569.9941733
2021,8,23759.3558137
2021,11,34432.437169
2021,10,46308.7968502
2021,13,29538.3501665
2021,12,30311.1918615
2021,15,17831.6422731
2021,14,38832.2481649
2021,17,62076.6208898
2021,16,22556.0774878
2021,19,175938.010415
2021,18,70095.7217153
2021,31,103997.180518
2021,30,25373.4611361
2021,51,13669.4564574
2021,50,26165.7569763
2021,53,11470.8973935
2021,52,23625.1716218
2021,55,32628.251422
2021,48,18869.6369187
2022,54,34979.5090577
2022,42,29152.0857367
2022,49,22697.7286858
2022,24,13478.1097628
2022,25,60599.699612
2022,26,25408.7781811
2022,27,35665.3269285
2022,20,48919.57824
2022,21,95232.9306648
2022,22,45948.5642708
2022,23,22275.8401206
2022,46,28391.2904591
2022,47,0.0
2022,44,21577.2116055
2022,45,45246.6266919
2022,28,34457.055585
2022,43,33110.6324437
2022,40,38150.3667789
2022,41,40970.8938855
2022,1,43004.2388965
2022,3,16360.5007771
2022,2,30790.6731726
2022,5,69912.4094694
2022,4,57879.232689
2022,7,18236.4489661
2022,6,22450.0103164
2022,9,23672.7241503
2022,8,23869.463135
2022,11,34457.055585
2022,10,46387.7240032
2022,13,29600.1389065
2022,12,30356.2693604
2022,15,17846.0077617
2022,14,38845.7633574
2022,17,62182.0637062
2022,16,22526.3871668
2022,19,176726.17224
2022,18,70149.0711084
2022,31,104473.039851
2022,30,25408.7781811
2022,51,13747.0501229
2022,50,26314.0561101
2022,53,11535.9542263
2022,52,23758.8804059
2022,55,32813.4822523
2022,48,18976.96681
2023,54,35154.991523
2023,42,29298.2662271
2023,49,22811.0474401
2023,24,13458.5114805
2023,25,60711.0575559
2023,26,25439.4830613
2023,27,35774.6733458
2023,20,48949.0710905
2023,21,95584.1105735
2023,22,46044.7350098
2023,23,22276.4051042
2023,46,28533.3333345
2023,47,0.0
2023,44,21685.296833
2023,45,45473.015731
2023,28,34476.3618004
2023,43,33276.7320443
2023,40,38340.6637052
2023,41,41176.523441
2023,1,43075.2703086
2023,3,16402.6043223
2023,2,30932.5145771
2023,5,69987.5368411
2023,4,58025.7065906
2023,7,18218.6524881
2023,6,22456.5873487
2023,9,23768.3299056
2023,8,23972.3890219
2023,11,34476.3618004
2023,10,46457.3333812
2023,13,29652.4192707
2023,12,30396.8228451
2023,15,17854.7723627
2023,14,38853.2861231
2023,17,62275.2225688
2023,16,22495.3902196
2023,19,177443.583698
2023,18,70185.9065257
2023,31,104905.411056
2023,30,25439.4830613
2023,51,13815.8726569
2023,50,26445.551017
2023,53,11593.6509379
2023,52,23877.4420829
2023,55,32977.7767723
2023,48,19072.1809306
2024,54,35310.2944479
2024,42,29427.6280102
2024,49,22911.2808777
2024,24,13438.4173354
2024,25,60800.7719817
2024,26,25465.9781827
2024,27,35878.5126029
2024,20,48964.3408508
2024,21,95900.9374565
2024,22,46129.5876521
2024,23,22272.1157852
2024,46,28659.0207124
2024,47,0.0
2024,44,21780.9481863
2024,45,45673.3393309
2024,28,34490.8063489
2024,43,33423.7151364
2024,40,38509.0156822
2024,41,41358.5391519
2024,1,43133.3750822
2024,3,16441.1500165
2024,2,31065.042228
2024,5,70053.8351223
2024,4,58157.1484994
2024,7,18199.5144545
2024,6,22458.3215115
2024,9,23857.4718669
2024,8,24068.7948498
2024,11,34490.8063489
2024,10,46518.3671962
2024,13,29696.0692615
2024,12,30433.3081865
2024,15,17858.5266159
2024,14,38855.2467789
2024,17,62357.2731003
2024,16,22463.2455016
2024,19,178097.365568
2024,18,70207.8595808
2024,31,105298.703084
2024,30,25465.9781827
2024,51,13876.7758339
2024,50,26561.8735754
2024,53,11644.7020939
2024,52,23982.3281884
2024,55,33123.1681924
2024,48,19156.4553148
2025,54,35447.3836275
2025,42,29541.8095842
2025,49,22999.7042892
2025,24,13417.9170216
2025,25,60871.1349686
2025,26,25488.6317557
2025,27,35977.3302264
2025,20,48966.9656831
2025,21,96186.81915
2025,22,46204.2925808
2025,23,22263.5428249
2025,46,28769.9459235
2025,47,0.0
2025,44,21865.3768083
2025,45,45850.1368014
2025,28,34500.8030075
2025,43,33553.4445428
2025,40,38657.5608866
2025,41,41519.241685
2025,1,43179.8833622
2025,3,16476.4605039
2025,2,31189.1315605
2025,5,70112.1604604
2025,4,58275.0073149
2025,7,18179.12703
2025,6,22455.778327
2025,9,23940.749756
2025,8,24159.2817305
2025,11,34500.8030075
2025,10,46571.5177416
2025,13,29731.8896181
2025,12,30466.1301158
2025,15,17857.797055
2025,14,38852.0549539
2025,17,62429.274125
2025,16,22430.0882734
2025,19,178693.910852
2025,18,70216.3971176
2025,31,105656.870481
2025,30,25488.6317557
2025,51,13930.5312714
2025,50,26664.5021067
2025,53,11689.7550456
2025,52,24074.8716844
2025,55,33251.4983751
2025,48,19230.8554125
2026,54,35564.9701996
2026,42,29639.736805
2026,49,23075.4771357
2026,24,13394.886599
2026,25,60917.806088
2026,26,25503.4051416
2026,27,36067.0194259
2026,20,48952.5837811
2026,21,96435.4669701
2026,22,46264.607702
2026,23,22248.4868356
2026,46,28865.0539071
2026,47,0.0
2026,44,21937.7818698
2026,45,46001.7278165
2026,28,34500.3016139
2026,43,33664.7092139
2026,40,38784.8720409
2026,41,41657.1266987
2026,1,43210.6056148
2026,3,16506.5086693
2026,2,31302.7229203
2026,5,70152.1506936
2026,4,58373.1262446
2026,7,18153.4561883
2026,6,22446.7574114
2026,9,24016.1208664
2026,8,24241.8063388
2026,11,34500.3016139
2026,10,46608.8201565
2026,13,29755.8818346
2026,12,30491.1192627
2026,15,17850.4967089
2026,14,38835.7760282
2026,17,62483.0312308
2026,16,22391.7830712
2026,19,179224.533674
2026,18,70201.2950316
2026,31,105975.479271
2026,30,25503.4051416
2026,51,13976.6308662
2026,50,26752.4596619
2026,53,11728.3799978
2026,52,24154.1924148
2026,55,33361.5556441
2026,48,19294.6783098
2027,54,35666.071048
2027,42,29723.9240349
2027,49,23140.5597556
2027,24,13371.1685258
2027,25,60946.4217535
2027,26,25514.1978072
2027,27,36151.5751646
2027,20,48926.1626448
2027,21,96655.3677174
2027,22,46315.1416491
2027,23,22229.2245124
2027,46,28946.7989963
2027,47,0.0
2027,44,22000.0281798
2027,45,46132.022769
2027,28,34495.0239664
2027,43,33760.358089
2027,40,38894.2522534
2027,41,41775.7204474
2027,1,43230.3097803
2027,3,16533.3716479
2027,2,31408.3955287
2027,5,70183.5547364
2027,4,58458.1709304
2027,7,18126.1672227
2027,6,22433.5384542
2027,9,24085.9171367
2027,8,24318.7107645
2027,11,34495.0239664
2027,10,46638.0532477
2027,13,29772.3413299
2027,12,30512.227741
2027,15,17838.8821458
2027,14,38813.8991127
2027,17,62526.5917901
2027,16,22351.994685
2027,19,179702.186421
2027,18,70172.788258
2027,31,106261.694686
2027,30,25514.1978072
2027,51,14016.2604355
2027,50,26828.0215567
2027,53,11761.5752236
2027,52,24222.3402674
2027,55,33456.1694201
2027,48,19349.5633064
2028,54,35753.0915965
2028,42,29796.3760844
2028,49,23196.5118148
2028,24,13346.6763864
2028,25,60959.1500027
2028,26,25521.4691784
2028,27,36231.3137031
2028,20,48889.0070072
2028,21,96849.9675422
2028,22,46356.8249418
2028,23,22206.0965925
2028,46,29017.1308868
2028,47,0.0
2028,44,22053.5980648
2028,45,46244.1286656
2028,28,34485.5391809
2028,43,33842.6690441
2028,40,38988.3171145
2028,41,41877.8356718
2028,1,43240.3095906
2028,3,16557.3991759
2028,2,31506.9722859
2028,5,70206.9694008
2028,4,58531.6177338
2028,7,18097.4758585
2028,6,22416.4498278
2028,9,24150.7283493
2028,8,24390.5903666
2028,11,34485.5391809
2028,10,46660.3319729
2028,13,29782.3462987
2028,12,30529.7010918
2028,15,17823.4902086
2028,14,38787.2956508
2028,17,62560.9219226
2028,16,22310.7463889
2028,19,180132.751327
2028,18,70132.5195981
2028,31,106519.125043
2028,30,25521.4691784
2028,51,14050.3635602
2028,50,26892.9968747
2028,53,11790.133108
2028,52,24280.9441443
2028,55,33537.5917912
2028,48,19396.8146875
2029,54,35827.3316301
2029,42,29858.1764302
2029,49,23244.177203
2029,24,13321.5155879
2029,25,60957.6162967
2029,26,25525.4855329
2029,27,36306.5004049
2029,20,48842.3014789
2029,21,97021.4850834
2029,22,46390.4558902
2029,23,22179.5482788
2029,46,29077.1033997
2029,47,0.0
2029,44,22099.2924203
2029,45,46339.7249721
2029,28,34472.173351
2029,43,33912.8739444
2029,40,39068.481287
2029,41,41964.9932847
2029,1,43241.5509148
2029,3,16578.7977147
2029,2,31598.9559626
2029,5,70223.0516985
2029,4,58594.4258352
2029,7,18067.5005328
2029,6,22395.9317615
2029,9,24210.9076114
2029,8,24457.7953585
2029,11,34472.173351
2029,10,46676.143296
2029,13,29786.4570412
2029,12,30543.8385602
2029,15,17804.7205091
2029,14,38756.3060026
2029,17,62586.7533768
2029,16,22268.203406
2029,19,180520.266178
2029,18,70081.6143691
2029,31,106750.275677
2029,30,25525.4855329
2029,51,14079.4505314
2029,50,26948.3636987
2029,53,11814.4818273
2029,52,24330.8859945
2029,55,33607.040808
2029,48,19437.136834
2030,54,35890.0458179
2030,42,29910.3709117
2030,49,23284.3703387
2030,24,13295.7709479
2030,25,60943.3250714
2030,26,25526.5131075
2030,27,36377.3964342
2030,20,48787.1220899
2030,21,97172.0274342
2030,22,46416.7736468
2030,23,22149.9739389
2030,46,29127.7337573
2030,47,0.0
2030,44,22137.8843747
2030,45,46420.4328089
2030,28,34455.2552766
2030,43,33972.1617088
2030,40,39136.1101882
2030,41,42038.6612688
2030,1,43234.9190895
2030,3,16597.7709385
2030,2,31684.8341129
2030,5,70232.4211825
2030,4,58647.5158063
2030,7,18036.3659452
2030,6,22372.3746189
2030,9,24266.7997078
2030,8,24520.668974
2030,11,34455.2552766
2030,10,46685.9974362
2030,13,29785.2256442
2030,12,30554.9188724
2030,15,17782.94516
2030,14,38721.297866
2030,17,62604.7866756
2030,16,22224.513117
2030,19,180868.531855
2030,18,70021.1455967
2030,31,106957.497688
2030,30,25526.5131075
2030,51,14104.0138718
2030,50,26995.0660787
2030,53,11835.0347056
2030,52,24373.016897
2030,55,33665.6920897
2030,48,19471.2097551
2031,54,35941.5172942
2031,42,29953.1960514
2031,49,23317.2742265
2031,24,13268.1864569
2031,25,60915.4950258
2031,26,25521.7139196
2031,27,36441.2219119
2031,20,48722.254492
2031,21,97299.5807019
2031,22,46433.8629563
2031,23,22116.6317335
2031,46,29169.2440194
2031,47,0.0
2031,44,22169.5429025
2031,45,46486.6071656
2031,28,34430.446125
2031,43,34020.8109306
2031,40,39191.4949212
2031,41,42099.1757937
2031,1,43218.6044727
2031,3,16612.9817141
2031,2,31763.6317867
2031,5,70228.0668926
2031,4,58687.390419
2031,7,18001.0208169
2031,6,22344.9971183
2031,9,24317.2312229
2031,8,24577.9985149
2031,11,34430.446125
2031,10,46683.9735876
2031,13,29776.1286386
2031,12,30560.2138358
2031,15,17757.177482
2031,14,38676.2620838
2031,17,62609.8487979
2031,16,22176.9186623
2031,19,181176.594586
2031,18,69944.8010889
2031,31,107140.992078
2031,30,25521.7139196
2031,51,14124.1638462
2031,50,27033.3124963
2031,53,11851.8808732
2031,52,24407.5278103
2031,55,33713.8099655
2031,48,19499.1825721
2032,54,35983.8961568
2032,42,29988.4437365
2032,49,23344.2872942
2032,24,13240.6996397
2032,25,60878.8430725
2032,26,25515.1171524
2032,27,36501.9838577
2032,20,48652.1212317
2032,21,97411.2969897
2032,22,46445.983969
2032,23,22081.6311198
2032,46,29203.3869418
2032,47,0.0
2032,44,22195.5994329
2032,45,46541.0401807
2032,28,34403.7443042
2032,43,34060.8480726
2032,40,39236.9980816
2032,41,42149.0478583
2032,1,43196.9801124
2032,3,16626.4900006
2032,2,31837.5741482
2032,5,70220.1538558
2032,4,58720.4014817
2032,7,17965.441395
2032,6,22315.927735
2032,9,24364.3528493
2032,8,24631.9554911
2032,11,34403.7443042
2032,10,46678.1618169
2032,13,29763.3670101
2032,12,30563.8008721
2032,15,17729.5586319
2032,14,38629.1394179
2032,17,62609.9999383
2032,16,22129.3267916
2032,19,181454.451672
2032,18,69862.861568
2032,31,107306.020165
2032,30,25515.1171524
2032,51,14140.7461556
2032,50,27064.7272617
2032,53,11865.7337028
2032,52,24435.881206
2032,55,33753.4118474
2032,48,19522.2252337
2033,54,36023.9333912
2033,42,30021.7399544
2033,49,23369.7819536
2033,24,13211.9414306
2033,25,60836.1208072
2033,26,25507.6145471
2033,27,36559.1546416
2033,20,48577.0218987
2033,21,97513.3651784
2033,22,46453.1947706
2033,23,22044.0679956
2033,46,29235.6332373
2033,47,0.0
2033,44,22220.2148643
2033,45,46592.4489836
2033,28,34376.3153201
2033,43,34098.6602453
2033,40,39279.9536483
2033,41,42196.1619695
2033,1,43171.8676771
2033,3,16638.913774
2033,2,31907.9307209
2033,5,70207.4218804
2033,4,58748.8678871
2033,7,17930.1851028
2033,6,22284.2379158
2033,9,24409.126775
2033,8,24683.5366576
2033,11,34376.3153201
2033,10,46671.9884366
2033,13,29749.8922557
2033,12,30564.9076425
2033,15,17700.8273381
2033,14,38582.9603589
2033,17,62605.7027721
2033,16,22080.6422036
2033,19,181710.118494
2033,18,69777.9699962
2033,31,107457.398813
2033,30,25507.6145471
2033,51,14156.4061286
2033,50,27094.3867528
2033,53,11878.8174909
2033,52,24462.6380754
2033,55,33790.8105125
2033,48,19544.0004279
2034,54,36061.6432793
2034,42,30053.0967996
2034,49,23393.7685068
2034,24,13181.9501234
2034,25,60787.5836669
2034,26,25499.0593124
2034,27,36612.5733302
2034,20,48497.2281176
2034,21,97605.822286
2034,22,46455.5456517
2034,23,22004.081212
2034,46,29265.9944419
2034,47,0.0
2034,44,22243.3977019
2034,45,46640.8520681
2034,28,34347.9440407
2034,43,34134.2622255
2034,40,39320.3775614
2034,41,42240.5354894
2034,1,43143.3214897
2034,3,16650.174584
2034,2,31974.6055482
2034,5,70189.7291359
2034,4,58772.6548408
2034,7,17895.1165921
2034,6,22250.0693956
2034,9,24451.4644397
2034,8,24732.6512538
2034,11,34347.9440407
2034,10,46665.0532298
2034,13,29735.551929
2034,12,30563.4966799
2034,15,17671.015817
2034,14,38537.334881
2034,17,62596.7604606
2034,16,22030.8348517
2034,19,181943.803714
2034,18,69689.9756747
2034,31,107595.322801
2034,30,25499.0593124
2034,51,14171.1496237
2034,50,27122.3021786
2034,53,11891.1368157
2034,52,24487.8094318
2034,55,33826.0200579
2034,48,19564.5153686
2035,54,36097.1430537
2035,42,30082.6121394
2035,49,23416.3238617
2035,24,13150.7661178
2035,25,60733.5597927
2035,26,25489.3646259
2035,27,36662.1435936
2035,20,48413.0460149
2035,21,97688.882798
2035,22,46453.1435952
2035,23,21961.8149095
2035,46,29294.565585
2035,47,0.0
2035,44,22265.2199647
2035,45,46686.4009645
2035,28,34318.4981479
2035,43,34167.7660581
2035,40,39358.3977553
2035,41,42282.3060968
2035,1,43111.4622093
2035,3,16660.2311038
2035,2,32037.5672609
2035,5,70167.0374842
2035,4,58791.7421032
2035,7,17860.1466185
2035,6,22213.5692599
2035,9,24491.3286857
2035,8,24779.2609676
2035,11,34318.4981479
2035,10,46657.096656
2035,13,29720.2763853
2035,12,30559.5707164
2035,15,17640.1823137
2035,14,38491.9981354
2035,17,62583.0883719
2035,16,21979.8996398
2035,19,182155.99782
2035,18,69598.8627753
2035,31,107720.145284
2035,30,25489.3646259
2035,51,14185.0228637
2035,50,27148.5621179
2035,53,11902.7302055
2035,52,24511.4758481
2035,55,33859.1509013
2035,48,19583.8331893
2036,54,36127.3636596
2036,42,30107.7283254
2036,49,23435.4534188
2036,24,13115.9307664
2036,25,60667.5711944
2036,26,25473.4128758
2036,27,36702.5119188
2036,20,48318.5730844
2036,21,97752.5432731
2036,22,46440.2253604
2036,23,21914.4703461
2036,46,29318.8471273
2036,47,0.0
2036,44,22283.7826388
2036,45,46725.1135574
2036,28,34280.4364549
2036,43,34196.2769291
2036,40,39390.647424
2036,41,42317.8871863
2036,1,43070.4920351
2036,3,16666.3892967
2036,2,32093.5976119
2036,5,70126.4631723
2036,4,58797.7074699
2036,7,17820.3995914
2036,6,22171.928029
2036,9,24525.7550144
2036,8,24820.381641
2036,11,34280.4364549
2036,10,46637.9185643
2036,13,29698.6674769
2036,12,30547.9150725
2036,15,17605.5631587
2036,14,38437.0668524
2036,17,62554.1924138
2036,16,21922.9543455
2036,19,182331.720406
2036,18,69491.5627724
2036,31,107823.7655
2036,30,25473.4128758
2036,51,14196.8189482
2036,50,27170.8505018
2036,53,11912.5806971
2036,52,24531.5508421
2036,55,33887.3236296
2036,48,19600.2847579
