year,total
2017,4444.60828703
2018,4479.54852029
2019,4514.15362806
2020,4548.46059912
2021,4581.03868955
2022,4612.0676222
2023,4642.06281059
2024,4671.13524237
2025,4699.38612444
2026,4726.90605398
2027,4752.66706215
2028,4777.15682129
2029,4800.53411968
2030,4822.94008221
2031,4844.48625138
2032,4864.55137734
2033,4883.39123054
2034,4901.12097742
2035,4917.84214648
2036,4933.64036132
